"author_date_unix_timestamp","fix_unix_timestamp","fix","ns","nd","nf","entropy","la","ld","lt","ndev","age","nuc","exp","rexp","sexp","contains_bug"
1584948781,-1,0,1,4,10,2.91581831672581,27,26,855.8,13,1.15740740740741e-05,5,11,0,10,0
1584948781,-1,0,1,1,1,0,9,9,2468,5,1.15740740740741e-05,1,12,0,11,0
1584948781,-1,0,1,4,10,2.91581831672581,27,26,827.7,6,1.15740740740741e-05,5,5,0,4,1
1584948781,-1,0,1,1,1,0,9,9,2395,4,1.15740740740741e-05,1,6,0,5,1
1584956036,-1,0,4,43,92,4.10739144457955,1571,1234,249.891304347826,12,1.06934380032206e-05,7,0,0,0,1
1584956036,-1,0,1,2,2,0.219297308132175,56,1,292.5,6,1.15740740740741e-05,2,4,0,3,1
1584956036,-1,0,4,43,92,4.10739144457955,1571,1234,249.978260869565,25,1.15740740740741e-05,9,2,0,0.5,1
1585132690,-1,0,2,7,14,2.91201003298304,310,42,824.857142857143,31,1.15740740740741e-05,10,8,0,5.5,1
1585137852,-1,1,2,2,2,0.859755509020014,84,29,775.5,6,1.15740740740741e-05,2,1,0,0,0
1585137852,-1,1,2,2,2,0.859755509020014,84,29,775.5,1,1.15740740740741e-05,1,0,0,0,0
1585291752,-1,0,10,354,2828,9.62780352456358,481313,0,0,0,0,0,0,0,0,1
1585291756,-1,0,1,3,9,1.85524731726394,128,48,370,8,1.54320987654321e-05,5,0,0,0,1
1585368166,-1,0,2,4,7,2.42491490796998,56,4,1058.57142857143,4,0.12635582010582,3,3,0,2,1
1585368166,-1,0,2,4,7,2.42491490796998,56,4,1058.14285714286,15,0.12635582010582,4,8,0,6.5,1
1585389202,-1,1,2,3,6,1.60986485544038,139,32,583.666666666667,3,1.12789351851852,1,2,0,1,1
1585389202,-1,1,2,3,6,1.60986485544038,139,32,583.666666666667,1,1.12789351851852,1,0,0,0,1
1585391216,-1,0,2,4,11,3.16529533056505,461,130,21.5454545454545,2,0.209319234006734,2,1,0,0,0
1585391216,-1,0,2,4,11,3.16529533056505,461,130,21.5454545454545,1,0.209310816498316,2,0,0,0,1
1585391590,-1,1,2,7,18,3.30768748797526,660,67,290.333333333333,7,0.834554398148148,3,4,0,2.5,1
1585391590,-1,1,2,7,18,3.30768748797526,660,67,288.777777777778,3,0.898747427983539,1,1,0,0,1
1585532074,-1,0,2,2,2,0.91829583405449,3,3,591.5,1,2.78150462962963,1,0,0,0,0
1585532074,-1,0,2,2,2,1,2,2,585,7,1.15740740740741e-05,2,5,1,2,0
1585533245,-1,0,2,6,7,2.13932107021644,192,0,86.2857142857143,6,1.19788855820106,2,1,0,0,0
1585533245,-1,0,2,6,7,2.13932107021644,192,0,86.2857142857143,1,1.19788194444444,1,0,0,0,0
1585533828,-1,0,1,1,1,0,4,2,209,1,2.80180555555556,1,0,0,0,1
1585538481,-1,0,2,7,31,3.52900753351924,432,127,341.129032258065,14,0.921188396057347,5,0,0,0,1
1585539105,-1,1,2,2,3,1.3675354623901,49,7,1145,1,2.86288194444444,1,0,0,0,1
1585539105,-1,1,2,2,3,1.3675354623901,49,7,1145,8,2.86288194444444,1,6,0,4,1
1585539105,-1,1,1,1,1,0,10,0,2232,6,1.15740740740741e-05,1,12,0,9,1
1585540013,-1,1,1,2,2,1,2,2,179,1,2.8733912037037,1,1,0,0,0
1585540013,-1,1,1,2,2,1,2,2,179,6,2.8733912037037,1,4,0,3,0
1585540441,-1,0,2,5,5,2.11614383203767,284,0,24.8,1,0.575668981481481,1,0,0,0,0
1585541435,-1,0,1,1,1,0,4,1,1857,1,2.88984953703704,1,0,0,0,0
1585541435,-1,0,1,1,1,0,4,1,1857,9,2.88984953703704,1,3,1,2,0
1585541882,-1,1,1,1,1,0,11,8,64,3,2.89502314814815,1,5,4,4,0
1585541882,-1,1,1,1,1,0,11,8,64,1,2.89502314814815,1,2,2,1,0
1585552625,-1,0,2,2,2,0.905928216042999,24,4,99,1,3.01936342592593,1,0,0,0,0
1585552625,-1,0,2,2,2,0.905928216042999,24,4,99,3,3.01936342592593,1,1,0,0,0
1585553688,-1,1,2,5,7,1.90957247998911,37,42,201,5,2.1654794973545,3,1,0,0,0
1585553688,-1,1,2,5,7,1.90957247998911,37,42,201,3,2.1654794973545,3,0,0,0,0
1585556517,-1,0,1,2,3,1.58034283024222,82,96,55.3333333333333,3,1.02147762345679,2,2,0,0,0
1585556517,-1,0,1,2,3,1.58034283024222,82,96,55.3333333333333,1,1.0214737654321,2,0,0,0,0
1585560224,-1,0,2,3,3,1.25593556804751,63,10,385.333333333333,1,3.10731481481481,1,0,0,0,1
1585560224,-1,0,2,3,3,1.25593556804751,63,10,385.333333333333,3,3.10731481481481,1,3,0,2,0
1585560919,1585533828,1,1,2,5,1.49836672619847,167,81,282.2,2,1.93192592592593,2,0,0,0,0
1585560919,1585533828,1,1,2,5,1.49836672619847,167,81,282.2,5,1.93192824074074,3,1,0,0,0
1585562128,-1,0,1,1,1,0,7,0,782,1,3.12935185185185,1,0,0,0,0
1585562128,-1,0,1,1,1,0,7,0,782,4,3.12935185185185,1,1,0,0,0
1585567226,-1,1,1,1,2,0.799048521044268,32,1,560,4,1.59418402777778,2,1,0,0,0
1585567226,-1,1,1,1,2,0.799048521044268,32,1,549,2,3.18835648148148,1,0,0,0,0
1585570256,-1,0,1,1,1,0,1,1,1298,2,3.22342592592593,1,0,0,0,0
1585570256,-1,0,1,1,1,0,1,1,1298,6,3.22342592592593,1,3,0,2,0
1585570605,-1,0,1,1,1,0,2,0,168,2,3.22746527777778,1,1,0,0,0
1585570605,-1,0,1,1,1,0,2,0,168,1,3.22746527777778,1,0,0,0,0
1585570633,-1,0,2,3,5,2.24715458434644,131,0,0,0,0,0,0,0,0,0
1585570633,-1,0,2,3,5,2.24715458434644,131,0,0,1,1.15740740740741e-05,1,1,0,0,0
1585575719,-1,1,1,1,7,1.80400652964591,22,41,90.4285714285714,2,3.28665509259259,1,7,2,5,0
1585575719,-1,1,1,1,7,1.80400652964591,22,41,90.4285714285714,1,3.28665509259259,1,1,1,0,0
1585576884,-1,0,1,2,4,0.719556365373903,17,33,354.75,1,3.30013888888889,1,0,0,0,0
1585576884,-1,0,1,2,4,0.719556365373903,17,33,354.75,4,3.30013888888889,1,3,0,0,0
1585580528,-1,0,1,3,22,3.62433803152785,102,66,203.363636363636,4,3.19039141414141,1,3,0,2,0
1585580528,-1,0,1,3,22,3.62433803152785,102,66,203.363636363636,1,3.34231481481481,1,0,0,0,1
1585600679,-1,1,1,1,1,0,1,1,115,1,3.57554398148148,1,0,0,0,0
1585600679,-1,1,1,1,1,0,1,1,115,2,3.57554398148148,1,1,0,0,0
1585607114,-1,1,1,2,3,1.01712866382093,51,11,1310.33333333333,6,3.65002314814815,1,1,0,0,0
1585607114,-1,1,1,2,3,1.01712866382093,51,11,1310.33333333333,1,3.65002314814815,1,0,0,0,1
1585617248,-1,0,1,2,2,0.337290066617014,16,0,332,7,1.15740740740741e-05,2,6,0,5,0
1585617248,-1,0,2,6,10,1.83239776955479,390,5,822.9,4,2.85993055555556,2,0,0,0,1
1585617248,-1,0,2,6,10,1.83239776955479,390,5,830,14,2.48320138888889,4,3,0,1,1
1585618449,-1,0,2,4,7,1.86064766275952,125,15,1015.85714285714,2,3.38385747354497,2,1,1,0,1
1585618449,-1,0,2,4,7,1.86064766275952,125,15,1015.42857142857,14,1.22316964285714,3,6,3,4.5,0
