@relation 0_gimp(master)

@attribute author_date_unix_timestamp numeric
@attribute fix_unix_timestamp numeric
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug {0,1}

@data
882278846,-1,1,1,1,3,0.621901,0,4008,1336,2,17.036717,2,5,2.833333,1,0
882293160,-1,0,2,3,3,1.148835,6,1,1779,7,14.778762,2,4,4,0,1
882319735,882099413,1,2,3,4,1.741533,89,63,2535.75,8,1.989413,2,25,21,12,0
882328017,-1,0,3,3,5,2.277845,23,0,285.8,8,10.029056,3,14,7.5,2,0
882374540,881005748,1,1,1,3,0.423001,289,11,1187.333333,2,12.863453,2,6,3.833333,2,0
882380203,-1,0,1,1,1,0,17,7,240,2,1.493808,1,5,5,3,0
882386059,880409125,1,2,3,3,1.382526,15,32,835.333333,8,15.478048,2,6,6,0.5,0
882401324,880409125,1,3,4,5,1.95678,36,24,538,8,14.495475,3,26,22,13.333333,1
882409034,-1,0,1,1,1,0,27,28,250,2,0.333692,1,1,1,0,0
882411089,-1,1,1,1,1,0,61,47,249,2,0.023785,1,2,2,1,0
882412483,-1,0,2,3,4,1.989898,15,0,2547.25,8,0.837393,2,7,7,1.5,0
882418751,880409125,1,2,3,5,2.268259,46,4,809.6,8,18.622157,2,3,3,1.5,1
882426611,-1,0,3,12,41,4.674351,165,102,1921.170732,8,18.723712,8,3,3,1,1
