"learning evaluation instances on certain fold","1-fold","2-fold","3-fold","4-fold","5-fold","6-fold","7-fold","8-fold","9-fold","10-fold"
6959,65.42606696,64.39143555,68.5299612,65.46917661,65.29673804,65.67035494,64.19025722,65.49791637,67.30852134,66.20204052
6960,65.43103448,64.39655172,68.53448276,65.47413793,65.30172414,65.67528736,64.1954023,65.50287356,67.31321839,66.20689655
6961,65.43600057,64.40166643,68.53900302,65.47909783,65.30670881,65.68021836,64.2005459,65.50782933,67.31791409,66.21175119
6962,65.44096524,64.40677966,68.54352198,65.48405631,65.31169204,65.68514795,64.20568802,65.51278368,67.32260845,66.21660442
6963,65.43156685,64.3975298,68.54803964,65.47465173,65.31667385,65.67571449,64.19646704,65.50337498,67.31293982,66.22145627
6964,65.42217117,64.3882826,68.552556,65.47960942,65.32165422,65.66628374,64.18724871,65.50832855,67.31763354,66.22630672
6965,65.42713568,64.37903805,68.55707107,65.47020818,65.31227566,65.65685571,64.17803302,65.49892319,67.32232592,66.21679828
6966,65.41774332,64.36979615,68.5472294,65.46080965,65.3028998,65.64743038,64.16881998,65.48952053,67.3126615,66.20729256
6967,65.42270705,64.37491029,68.55174394,65.46576719,65.30788001,65.65236113,64.17396297,65.49447395,67.31735324,66.21214296
6968,65.41331803,64.38002296,68.54190586,65.47072331,65.31285878,65.65729047,64.17910448,65.49942595,67.30769231,66.21699196
6969,65.41828096,64.38513417,68.54641986,65.475678,65.31783613,65.6622184,64.18424451,65.50437652,67.31238341,66.22183958
6970,65.42324247,64.3902439,68.55093257,65.46628407,65.30846485,65.6527977,64.18938307,65.50932568,67.31707317,66.21233859
6971,65.42820255,64.38100703,68.55544398,65.45689284,65.29909626,65.64337972,64.18017501,65.49992827,67.32176158,66.20284034
6972,65.43316122,64.38611589,68.5599541,65.46184739,65.30407344,65.63396443,64.18531268,65.50487665,67.32644865,66.20768789
6973,65.43811846,64.39122329,68.56446293,65.46680052,65.30904919,65.63889287,64.19044887,65.50982361,67.33113438,66.21253406
6974,65.4287353,64.38199025,68.55463149,65.45741325,65.29968454,65.62948093,64.18124462,65.51476914,67.32147978,66.21737884
6975,65.41935484,64.37275986,68.55913978,65.46236559,65.3046595,65.62007168,64.17204301,65.50537634,67.32616487,66.22222222
6976,65.40997706,64.36353211,68.54931193,65.45298165,65.29529817,65.61066514,64.16284404,65.5103211,67.31651376,66.22706422
6977,65.41493479,64.36863982,68.55381969,65.45793321,65.30027232,65.61559409,64.16798051,65.51526444,67.32119822,66.23190483
6978,65.40556033,64.35941531,68.54399541,65.44855259,65.2909143,65.60619089,64.15878475,65.50587561,67.31155059,66.2224133
6979,65.41051727,64.36452214,68.54850265,65.45350337,65.29588766,65.61111907,64.16392033,65.51081817,67.31623442,66.22725319
6980,65.41547278,64.36962751,68.5530086,65.45845272,65.3008596,65.61604585,64.16905444,65.51575931,67.32091691,66.23209169
6981,65.40610228,64.36040682,68.54318865,65.44907606,65.29150551,65.60664661,64.15986248,65.50637444,67.31127346,66.22260421
6982,65.411057,64.36551131,68.54769407,65.45402463,65.29647665,65.61157262,64.1649957,65.51131481,67.31595531,66.22744199
6983,65.40168982,64.37061435,68.5378777,65.45897179,65.30144637,65.61649721,64.17012745,65.51625376,67.30631534,66.23227839
6984,65.40664376,64.37571592,68.54238259,65.46391753,65.30641466,65.62142039,64.17525773,65.52119129,67.31099656,66.2371134
6985,65.41159628,64.38081603,68.54688618,65.46886185,65.31138153,65.62634216,64.18038654,65.52612742,67.31567645,66.24194703
6986,65.40223304,64.37160034,68.55138849,65.47380475,65.31634698,65.61694818,64.17119954,65.53106212,67.320355,66.24677927
6987,65.39287248,64.36238729,68.54157721,65.46443395,65.32131101,65.60755689,64.16201517,65.52168313,67.31071991,66.23729784
6988,65.3835146,64.35317687,68.53176875,65.45506583,65.31196337,65.59816829,64.15283343,65.51230681,67.30108758,66.22781912
6989,65.38846759,64.35827729,68.53627128,65.46000858,65.3026184,65.60309057,64.15796251,65.51724138,67.3057662,66.21834311
6990,65.39341917,64.36337625,68.54077253,65.46494993,65.30758226,65.60801144,64.16309013,65.52217454,67.31044349,66.22317597
6991,65.39836933,64.36847375,68.54527249,65.46988986,65.3125447,65.59862681,64.16821628,65.52710628,67.31511944,66.22800744
6992,65.40331808,64.37356979,68.54977117,65.47482838,65.31750572,65.60354691,64.17334096,65.53203661,67.31979405,66.23283753
6993,65.40826541,64.37866438,68.55426855,65.47976548,65.32246532,65.60846561,64.17846418,65.53696554,67.32446732,66.23766624
6994,65.39891335,64.38375751,68.54446669,65.48470117,65.32742351,65.6133829,64.18358593,65.54189305,67.31484129,66.24249357
6995,65.4038599,64.38884918,68.54896355,65.48963545,65.33238027,65.60400286,64.18870622,65.54681916,67.31951394,66.24731951
6996,65.40880503,64.39393939,68.55345912,65.49456832,65.32304174,65.60891938,64.19382504,65.55174385,67.32418525,66.2378502
6997,65.41374875,64.39902815,68.55795341,65.49949979,65.32799771,65.59954266,64.1989424,65.55666714,67.32885522,66.24267543
6998,65.41869105,64.40411546,68.56244641,65.50442984,65.33295227,65.59016862,64.2040583,65.56158903,67.33352386,66.24749929
6999,65.42363195,64.40920131,68.56693813,65.50935848,65.33790542,65.59508501,64.20917274,65.5665095,67.33819117,66.25232176
7000,65.41428571,64.4,68.55714286,65.5,65.32857143,65.58571429,64.2,65.55714286,67.32857143,66.24285714
7001,65.41922582,64.40508499,68.56163405,65.50492787,65.33352378,65.59062991,64.20511356,65.56206256,67.33323811,66.2476789
7002,65.42416452,64.41016852,68.56612396,65.50985433,65.33847472,65.59554413,64.21022565,65.56698086,67.33790346,66.25249929
7003,65.42910181,64.41525061,68.57061259,65.51477938,65.34342425,65.60045695,64.21533628,65.57189776,67.34256747,66.25731829
7004,65.43403769,64.42033124,68.57509994,65.51970303,65.3340948,65.60536836,64.22044546,65.57681325,67.34723015,66.24785837
7005,65.43897216,64.42541042,68.57958601,65.52462527,65.32476802,65.61027837,64.22555318,65.58172734,67.35189151,66.23840114
7006,65.44390522,64.43048815,68.5840708,65.5295461,65.32971739,65.61518698,64.23065943,65.58664002,67.35655153,66.2432201
7007,65.44883688,64.43556444,68.5885543,65.53446553,65.33466533,65.62009419,64.23576424,65.59155131,67.36121022,66.24803768
7008,65.45376712,64.44063927,68.59303653,65.53938356,65.33961187,65.625,64.24086758,65.59646119,67.36586758,66.25285388
7009,65.45869596,64.44571266,68.59751748,65.54430019,65.344557,65.62990441,64.24596947,65.60136967,67.37052361,66.25766871
7010,65.4636234,64.43651926,68.60199715,65.53495007,65.33523538,65.62054208,64.23680456,65.59201141,67.37517832,66.24821683
7011,65.46854942,64.44159178,68.60647554,65.53986592,65.34017972,65.62544573,64.24190558,65.59691913,67.37983169,66.23876765
7012,65.47347404,64.44666286,68.61095265,65.54478038,65.34512265,65.63034797,64.24700513,65.60182544,67.38448374,66.24358243
7013,65.47839726,64.4517325,68.60116926,65.54969343,65.33580493,65.63524882,64.25210324,65.59247113,67.37487523,66.2341366
7014,65.46906188,64.44254348,68.60564585,65.55460508,65.34074708,65.62589107,64.24294269,65.59737668,67.37952666,66.22469347
7015,65.47398432,64.44761226,68.61012117,65.55951532,65.34568781,65.63079116,64.24803991,65.60228083,67.38417676,66.2295082
7016,65.47890536,64.45267959,68.61459521,65.56442417,65.35062714,65.63568985,64.25313569,65.60718358,67.38882554,66.23432155
7017,65.483825,64.45774548,68.61906798,65.56933162,65.35556506,65.64058715,64.25823001,65.61208494,67.39347299,66.23913353
7018,65.47449416,64.46280992,68.6092904,65.57423767,65.36050157,65.64548304,64.26332288,65.6169849,67.38387005,66.24394414
7019,65.46516598,64.45362587,68.5995156,65.56489528,65.35118963,65.6361305,64.25416726,65.60763642,67.37426984,66.23450634
7020,65.47008547,64.45868946,68.6039886,65.56980057,65.35612536,65.64102564,64.25925926,65.61253561,67.37891738,66.23931624
7021,65.47500356,64.4637516,68.60846033,65.57470446,65.36105968,65.64591938,64.26434981,65.61743341,67.38356359,66.24412477
7022,65.47992025,64.4688123,68.61293079,65.57960695,65.36599259,65.65081173,64.26943891,65.62232982,67.38820849,66.24893193
7023,65.48483554,64.47387156,68.61739997,65.58450804,65.37092411,65.65570269,64.27452656,65.62722483,67.39285206,66.25373772
7024,65.48974943,64.47892938,68.62186788,65.58940774,65.37585421,65.66059226,64.27961276,65.63211845,67.39749431,66.25854214
7025,65.49466192,64.48398577,68.62633452,65.59430605,65.38078292,65.66548043,64.28469751,65.63701068,67.40213523,66.2633452
7026,65.49957301,64.48904071,68.63079989,65.59920296,65.38571022,65.67036721,64.28978081,65.64190151,67.40677484,66.26814688
7027,65.49025189,64.47986338,68.62103316,65.60409848,65.37640529,65.66102177,64.28063185,65.63256013,67.3971823,66.2729472
7028,65.48093341,64.47068867,68.61126921,65.5947638,65.36710302,65.651679,64.27148549,65.6232214,67.38759249,66.26351736
7029,65.48584436,64.47574335,68.61573481,65.59965856,65.37203016,65.65656566,64.2765685,65.62811211,67.39223218,66.26831697
7030,65.49075391,64.48079659,68.62019915,65.60455192,65.3769559,65.66145092,64.28165007,65.63300142,67.39687055,66.27311522
7031,65.49566207,64.48584839,68.62466221,65.60944389,65.38188024,65.6663348,64.28673019,65.63788935,67.40150761,66.2779121
7032,65.48634812,64.47667804,68.6149033,65.60011377,65.37258248,65.65699659,64.27758817,65.62855518,67.39192264,66.26848692
7033,65.49125551,64.46751031,68.61936585,65.60500498,65.37750604,65.66187971,64.28266742,65.63344234,67.39655908,66.27328309
7034,65.4961615,64.47256184,68.62382713,65.6098948,65.38242821,65.66676144,64.28774524,65.63832812,67.4011942,66.27807791
7035,65.5010661,64.47761194,68.62828714,65.61478323,65.38734897,65.67164179,64.29282161,65.64321251,67.405828,66.28287136
7036,65.5059693,64.4826606,68.63274588,65.61967027,65.39226833,65.67652075,64.29789653,65.64809551,67.41046049,66.28766345
7037,65.51087111,64.48770783,68.63720335,65.62455592,65.3971863,65.66718772,64.30297002,65.65297712,67.41509166,66.29245417
7038,65.51577153,64.49275362,68.64165956,65.62944018,65.40210287,65.65785735,64.30804206,65.65785735,67.41972151,66.29724354
7039,65.52067055,64.49779798,68.6461145,65.63432306,65.40701804,65.66273618,64.31311266,65.66273618,67.42435005,66.30203154
7040,65.52556818,64.50284091,68.65056818,65.63920455,65.41193182,65.66761364,64.31818182,65.66761364,67.42897727,66.30681818
7041,65.51626189,64.49367988,68.65502059,65.64408465,65.4168442,65.65828718,64.30904701,65.6724897,67.43360318,66.31160347
7042,65.52115876,64.49872195,68.65947174,65.64896336,65.42175518,65.66316387,64.31411531,65.67736439,67.43822778,66.31638739
7043,65.52605424,64.5037626,68.66392162,65.65384069,65.42666477,65.65384069,64.31918217,65.68223768,67.44285106,66.32116996
7044,65.53094832,64.50880182,68.66837024,65.65871664,65.43157297,65.65871664,64.32424759,65.6871096,67.44747303,66.32595116
7045,65.52164656,64.49964514,68.6728176,65.64939674,65.42228531,65.64939674,64.3151171,65.67778566,67.45209368,66.31653655
7046,65.52653988,64.50468351,68.6772637,65.65427193,65.42719273,65.65427193,64.32018166,65.68265683,67.45671303,66.32131706
7047,65.53143181,64.50972045,68.68170853,65.65914574,65.43209877,65.65914574,64.32524479,65.68752661,67.46133106,66.32609621
7048,65.53632236,64.51475596,68.67196368,65.64982974,65.42281498,65.66401816,64.33030647,65.69239501,67.46594779,66.31668558
7049,65.54121152,64.51979004,68.66222159,65.64051639,65.41353383,65.6688892,64.33536672,65.68307561,67.45637679,66.30727763
7050,65.54609929,64.5248227,68.66666667,65.64539007,65.41843972,65.65957447,64.34042553,65.68794326,67.46099291,66.31205674
7051,65.55098568,64.52985392,68.67111048,65.65026237,65.42334421,65.65026237,64.34548291,65.69280953,67.46560772,66.31683449
7052,65.55587067,64.53488372,68.67555303,65.6551333,65.42824731,65.6551333,64.35053885,65.69767442,67.47022121,66.32161089
7053,65.54657593,64.52573373,68.66581596,65.66000284,65.43314901,65.64582447,64.341415,65.68835956,67.46065504,66.32638594
7054,65.55146016,64.53076269,68.67025801,65.664871,65.43804933,65.65069464,64.34647009,65.6932237,67.46526793,66.33115963
7055,65.55634302,64.52161588,68.6746988,65.65556343,65.44294826,65.65556343,64.35152374,65.68391212,67.46987952,66.32175762
7056,65.54705215,64.51247166,68.66496599,65.6462585,65.43367347,65.6462585,64.34240363,65.67460317,67.46031746,66.31235828
7057,65.53776392,64.50333003,68.66940626,65.65112654,65.43857163,65.63695621,64.3332861,65.6794672,67.46492844,66.31713193
7058,65.52847832,64.50835931,68.65967696,65.6559932,65.4434684,65.64182488,64.33833947,65.68432984,67.45536979,66.32190422
7059,65.53336167,64.49922085,68.66411673,65.64669217,65.43419748,65.64669217,64.34339142,65.67502479,67.45998017,66.31250885
7060,65.53824363,64.50424929,68.66855524,65.65155807,65.43909348,65.65155807,64.34844193,65.67988669,67.46458924,66.31728045
7061,65.5289619,64.49511401,68.67299249,65.6564226,65.4439881,65.6422603,64.33932871,65.6847472,67.469197,66.3220507
7062,65.5338431,64.5001416,68.67742849,65.66128575,65.44888134,65.64712546,64.34437836,65.68960634,67.47380346,66.3268196
7063,65.52456463,64.49100949,68.66770494,65.66614753,65.45377318,65.65198924,64.34942659,65.68030582,67.46425032,66.33158714
7064,65.52944507,64.49603624,68.65798414,65.65685164,65.44450736,65.65685164,64.35447339,65.68516421,67.45469989,66.32219706
7065,65.53432413,64.50106157,68.66242038,65.66171267,65.44939844,65.66171267,64.35951875,65.69002123,67.45930644,66.32696391
7066,65.52504953,64.4919332,68.65270309,65.65242004,65.44013586,65.65242004,64.35041042,65.6807246,67.44975941,66.31757713
7067,65.51577756,64.48280741,68.64298854,65.64313004,65.4308759,65.64313004,64.34130466,65.67143059,67.44021508,66.30819301
7068,65.52065648,64.48783248,68.63327674,65.64799095,65.43576684,65.64799095,64.34634975,65.67628749,67.43067346,66.31295982
7069,65.52553402,64.49285613,68.63771396,65.65285047,65.44065639,65.65285047,64.35139341,65.68114302,67.4352808,66.31772528
7070,65.51626591,64.49787836,68.64214993,65.65770863,65.44554455,65.65770863,64.35643564,65.68599717,67.43988685,66.32248939
7071,65.5211427,64.50289917,68.64658464,65.66256541,65.45043134,65.66256541,64.36147645,65.69084995,67.44449159,66.32725216
7072,65.51187783,64.50791855,68.63687783,65.66742081,65.45531674,65.66742081,64.36651584,65.69570136,67.44909502,66.33201357
7073,65.50261558,64.49879825,68.62717376,65.67227485,65.46020076,65.67227485,64.3715538,65.68641312,67.43955889,66.32263537
7074,65.50749223,64.50381679,68.63160871,65.67712751,65.4650834,65.67712751,64.37659033,65.69126378,67.44416172,66.3273961
7075,65.51236749,64.50883392,68.6360424,65.6819788,65.46996466,65.6819788,64.38162544,65.69611307,67.44876325,66.33215548
7076,65.51724138,64.51384963,68.64047484,65.68682872,65.47484454,65.68682872,64.38665913,65.70096099,67.45336348,66.33691351
7077,65.50798361,64.51886393,68.64490603,65.69167726,65.47972305,65.69167726,64.39169139,65.70580755,67.45796241,66.3416702
7078,65.51285674,64.5238768,68.64933597,65.69652444,65.48460017,65.69652444,64.39672224,65.71065273,67.46256005,66.33229726
7079,65.5036022,64.51476197,68.63963837,65.68724396,65.47534963,65.68724396,64.38762537,65.70137025,67.45303009,66.32292697
7080,65.50847458,64.51977401,68.6440678,65.6920904,65.46610169,65.6779661,64.37853107,65.6920904,67.45762712,66.32768362
7081,65.51334557,64.52478463,68.64849598,65.69693546,65.47097868,65.68281316,64.38356164,65.69693546,67.46222285,66.33243892
7082,65.51821519,64.52979384,68.6529229,65.70177916,65.47585428,65.68765885,64.38859079,65.70177916,67.46681728,66.33719288
7083,65.52308344,64.52068333,68.64323027,65.70662149,65.4807285,65.69250318,64.39361852,65.70662149,67.45729211,66.32782719
7084,65.52795031,64.5256917,68.64765669,65.71146245,65.48560136,65.69734613,64.39864483,65.71146245,67.46188594,66.33258046
7085,65.51870148,64.53069866,68.65208186,65.71630205,65.49047283,65.70218772,64.40366972,65.71630205,67.45236415,66.33733239
7086,65.5235676,64.53570421,68.65650579,65.72114028,65.49534293,65.70702794,64.4086932,65.72114028,67.45695738,66.34208298
7087,65.52843234,64.54070834,68.66092846,65.72597714,65.50021166,65.7118668,64.41371525,65.72597714,67.46154932,66.34683223
7088,65.53329571,64.54571106,68.66534989,65.73081264,65.50507901,65.71670429,64.41873589,65.73081264,67.46613995,66.35158014
7089,65.52405135,64.53660601,68.6556637,65.72154041,65.49583862,65.70743405,64.40964875,65.72154041,67.45662294,66.34222034
7090,65.52891396,64.5416079,68.66008463,65.72637518,65.50070522,65.7122708,64.41466855,65.72637518,67.46121298,66.34696756
7091,65.53377521,64.54660838,68.6645043,65.73120857,65.50557044,65.71710619,64.41968693,65.73120857,67.46580172,66.35171344
7092,65.52453469,64.53750705,68.65482234,65.72194021,65.4963339,65.70783982,64.4106035,65.72194021,67.45628878,66.34235759
7093,65.52939518,64.5425067,68.65924151,65.72677287,65.50119836,65.71267447,64.41562103,65.72677287,67.46087692,66.34710278
7094,65.52015788,64.53340851,68.64956301,65.71750775,65.49196504,65.70341133,64.40654074,65.71750775,67.45136735,66.33775021
7095,65.52501762,64.53840733,68.65398168,65.72233968,65.49682875,65.70824524,64.41155743,65.72233968,67.4559549,66.34249471
7096,65.52987599,64.54340474,68.6583991,65.71307779,65.48759865,65.71307779,64.41657272,65.71307779,67.46054115,66.33314543
7097,65.53473299,64.54840073,68.66281527,65.71790898,65.4924616,65.71790898,64.42158659,65.71790898,67.46512611,66.33788925
7098,65.52550014,64.53930685,68.65314173,65.70865032,65.48323471,65.70865032,64.41251057,65.70865032,67.4556213,66.32854325
7099,65.53035639,64.54430201,68.6575574,65.71348077,65.48809692,65.71348077,64.41752359,65.71348077,67.46020566,66.33328638
7100,65.53521127,64.54929577,68.66197183,65.71830986,65.49295775,65.71830986,64.42253521,65.71830986,67.46478873,66.33802817
7101,65.54006478,64.55428813,68.66638502,65.72313759,65.49781721,65.72313759,64.42754542,65.72313759,67.46937051,66.34276862
7102,65.53083638,64.54519854,68.65671642,65.71388341,65.48859476,65.71388341,64.41847367,65.71388341,67.45987046,66.3334272
7103,65.53568915,64.55019006,68.6611291,65.7187104,65.49345347,65.7187104,64.42348304,65.7187104,67.46445164,66.33816697
7104,65.54054054,64.55518018,68.66554054,65.72353604,65.49831081,65.72353604,64.42849099,65.72353604,67.46903153,66.34290541
7105,65.53131597,64.5460943,68.65587614,65.71428571,65.48909219,65.71428571,64.41942294,65.71428571,67.45953554,66.33356791
7106,65.52209401,64.53701098,68.66028708,65.705038,65.47987616,65.705038,64.41035744,65.71911061,67.46411483,66.32423304
7107,65.52694527,64.54200084,68.66469678,65.70986351,65.48473336,65.70986351,64.41536513,65.72393415,67.46869284,66.32897144
7108,65.51772651,64.54698931,68.65503658,65.71468768,65.4895892,65.71468768,64.42037141,65.72875633,67.4592009,66.3337085
7109,65.52257702,64.55197637,68.65944577,65.71951048,65.49444366,65.71951048,64.42537628,65.73357716,67.46377831,66.33844423
7110,65.52742616,64.55696203,68.66385373,65.72433193,65.48523207,65.72433193,64.41631505,65.72433193,67.46835443,66.34317862
7111,65.53227394,64.56194628,68.66826044,65.72915202,65.49008578,65.72915202,64.42131908,65.72915202,67.47292926,66.34791169
7112,65.53712036,64.56692913,68.67266592,65.73397075,65.49493813,65.71991001,64.42632171,65.73397075,67.47750281,66.35264342
7113,65.54196542,64.57191059,68.67707015,65.73878813,65.49978912,65.72472937,64.43132293,65.73878813,67.48207507,66.35737382
7114,65.53275232,64.56283385,68.66741636,65.72954737,65.49058195,65.71549058,64.42226595,65.72954737,67.47258926,66.34804611
7115,65.52354181,64.55375966,68.65776528,65.72030921,65.48137737,65.70625439,64.41321152,65.72030921,67.46310611,66.33872101
7116,65.52838673,64.55874087,68.66216976,65.72512648,65.48622822,65.71107364,64.41821248,65.72512648,67.46767847,66.32939854
7117,65.53323029,64.56372067,68.66657299,65.72994239,65.47702684,65.71589153,64.42321203,65.71589153,67.47224954,66.32007868
7118,65.5240236,64.55465018,68.67097499,65.72070806,65.46782804,65.70665917,64.41416128,65.70665917,67.47681933,66.31076145
7119,65.52886641,64.55962916,68.67537576,65.71147633,65.45863183,65.71147633,64.41915999,65.71147633,67.48138784,66.30144683
7120,65.53370787,64.56460674,68.66573034,65.71629213,65.46348315,65.71629213,64.4241573,65.71629213,67.47191011,66.30617978
7121,65.53854796,64.56958292,68.6701306,65.72110659,65.4683331,65.72110659,64.42915321,65.72110659,67.47647802,66.31091139
7122,65.54338669,64.57455771,68.67452963,65.72591969,65.47318169,65.72591969,64.43414771,65.72591969,67.48104465,66.30160067
7123,65.54822406,64.5795311,68.67892742,65.73073143,65.47802892,65.73073143,64.43914081,65.73073143,67.48561,66.3063316
7124,65.55306008,64.58450309,68.68332398,65.73554183,65.48287479,65.73554183,64.44413251,65.73554183,67.49017406,66.3110612
7125,65.54385965,64.58947368,68.6877193,65.74035088,65.4877193,65.74035088,64.44912281,65.74035088,67.49473684,66.31578947
7126,65.5346618,64.58040977,68.67808027,65.73112546,65.47852933,65.73112546,64.44007859,65.74515857,67.48526523,66.3064833
7127,65.52546654,64.58537954,68.66844395,65.73593377,65.48337309,65.73593377,64.44506805,65.74996492,67.47579627,66.31121089
7128,65.53030303,64.59034792,68.67283951,65.74074074,65.48821549,65.74074074,64.45005612,65.75476992,67.48035915,66.31593715
7129,65.53513817,64.59531491,68.67723383,65.74554636,65.49305653,65.74554636,64.45504278,65.75957357,67.48492075,66.32066208
7130,65.5259467,64.58625526,68.66760168,65.73632539,65.48387097,65.73632539,64.44600281,65.75035063,67.47545582,66.31136045
7131,65.5307811,64.59122143,68.67199551,65.74113028,65.48871126,65.74113028,64.45098864,65.75515355,67.48001683,66.3160847
7132,65.53561413,64.5961862,68.67638811,65.74593382,65.4935502,65.74593382,64.45597308,65.75995513,67.48457656,66.32080763
7133,65.52642647,64.58713024,68.66676013,65.73671667,65.48436843,65.73671667,64.44693677,65.75073602,67.47511566,66.31150988
7134,65.53125876,64.5920942,68.67115223,65.74151948,65.48920662,65.74151948,64.45192038,65.75553687,67.4796748,66.31623213
7135,65.5360897,64.59705676,68.6755431,65.74632095,65.49404345,65.74632095,64.45690259,65.76033637,67.48423266,66.32095305
7136,65.54091928,64.60201794,68.67993274,65.75112108,65.49887892,65.75112108,64.46188341,65.76513453,67.48878924,66.32567265
7137,65.54574751,64.60697772,68.67030965,65.75591985,65.50371304,65.75591985,64.46686283,65.76993134,67.49334454,66.33039092
7138,65.53656486,64.59792659,68.66068927,65.74670776,65.49453628,65.74670776,64.45783133,65.76071729,67.48388904,66.32109835
7139,65.54139235,64.60288556,68.66507914,65.75150581,65.49936966,65.75150581,64.46280992,65.76551338,67.48844376,66.32581594
7140,65.54621849,64.60784314,68.66946779,65.75630252,65.50420168,65.75630252,64.46778711,65.77030812,67.4929972,66.33053221
7141,65.55104327,64.61279933,68.6738552,65.76109789,65.50903235,65.76109789,64.47276292,65.77510153,67.49754936,66.33524716
7142,65.54186502,64.60375245,68.67824139,65.75189023,65.51386166,65.75189023,64.46373565,65.76589191,67.48809857,66.3399608
7143,65.54668907,64.60870783,68.68262635,65.75668487,65.51868963,65.75668487,64.46871063,65.77068459,67.49265015,66.34467311
7144,65.55151176,64.61366181,68.68701008,65.76147816,65.52351624,65.76147816,64.47368421,65.77547592,67.49720045,66.3493841
7145,65.5563331,64.60461861,68.69139258,65.75227432,65.5283415,65.75227432,64.4646606,65.76627012,67.50174948,66.34009797
7146,65.56115309,64.60957179,68.69577386,65.75706689,65.53316541,65.75706689,64.46963336,65.77106073,67.50629723,66.34480828
7147,65.55197985,64.60053169,68.68616203,65.74786624,65.52399608,65.74786624,64.46061284,65.76185812,67.49685183,66.3355254
7148,65.54280918,64.60548405,68.69054281,65.75265809,65.52881925,65.75265809,64.46558478,65.76664801,67.50139899,66.34023503
7149,65.54762904,64.61043503,68.69492237,65.75744859,65.53364107,65.75744859,64.47055532,65.77143656,67.50594489,66.34494335
7150,65.55244755,64.61538462,68.6993007,65.76223776,65.53846154,65.76223776,64.47552448,65.77622378,67.51048951,66.34965035
7151,65.55726472,64.62033282,68.70367781,65.76702559,65.54328066,65.76702559,64.48049224,65.78100965,67.51503286,66.35435603
7152,65.54809843,64.61129754,68.69407159,65.75782998,65.53411633,65.75782998,64.47147651,65.77181208,67.50559284,66.3450783
7153,65.55291486,64.61624493,68.6984482,65.76261708,65.53893471,65.76261708,64.47644345,65.77659723,67.51013561,66.34978331
7154,65.54375175,64.60721275,68.6888454,65.76740285,65.54375175,65.75342466,64.46743081,65.78138105,67.50069891,66.354487
7155,65.54856744,64.61215933,68.67924528,65.75821104,65.53459119,65.75821104,64.47239693,65.77218728,67.49126485,66.34521314
7156,65.55338178,64.61710453,68.68362214,65.76299609,65.5254332,65.76299609,64.47736165,65.77697037,67.49580771,66.34991615
7157,65.55819477,64.62204834,68.68799776,65.7677798,65.5302501,65.7677798,64.482325,65.78175213,67.50034931,66.35461786
7158,65.56300643,64.62699078,68.69237217,65.77256217,65.53506566,65.77256217,64.48728695,65.78653255,67.50488963,66.35931825
7159,65.5538483,64.6179634,68.68277692,65.76337477,65.52591144,65.76337477,64.47827909,65.7773432,67.50942869,66.35004889
7160,65.55865922,64.62290503,68.68715084,65.76815642,65.53072626,65.76815642,64.48324022,65.78212291,67.51396648,66.3547486
7161,65.56346879,64.62784527,68.69152353,65.77293674,65.5215752,65.75897221,64.47423544,65.78690127,67.518503,66.34548247
7162,65.56827702,64.63278414,68.695895,65.77771572,65.52638928,65.76375314,64.47919576,65.7916783,67.52303826,66.35018151
7163,65.5730839,64.63772163,68.68630462,65.76853274,65.51724138,65.76853274,64.48415468,65.796454,67.51361162,66.34091861
7164,65.57788945,64.64265773,68.6906756,65.773311,65.52205472,65.773311,64.48911223,65.80122836,67.51814629,66.34561697
7165,65.58269365,64.64759246,68.69504536,65.77808793,65.52686671,65.77808793,64.49406839,65.8060014,67.52267969,66.35031403
7166,65.58749651,64.65252582,68.6994139,65.78286352,65.53167737,65.78286352,64.49902316,65.8107731,67.51325705,66.35500977
7167,65.59229803,64.65745779,68.68982838,65.78763778,65.53648668,65.78763778,64.50397656,65.81554346,67.50383703,66.3597042
7168,65.58314732,64.66238839,68.68024554,65.79241071,65.54129464,65.79241071,64.50892857,65.8203125,67.50837054,66.36439732
7169,65.58794811,64.66731762,68.68461431,65.79718231,65.54610127,65.79718231,64.5138792,65.82508021,67.51290278,66.36908913
7170,65.59274756,64.67224547,68.68898187,65.80195258,65.55090656,65.80195258,64.51882845,65.82984658,67.51743375,66.37377964
7171,65.58360061,64.66322689,68.69334821,65.79277646,65.54176544,65.79277646,64.50983126,65.83461163,67.52196346,66.36452378
7172,65.57445622,64.66815393,68.68377022,65.79754601,65.54656999,65.79754601,64.5147797,65.83937535,67.5125488,66.36921361
7173,65.57925554,64.65913844,68.68813607,65.78837307,65.53743204,65.78837307,64.50578558,65.83019657,67.51707793,66.35996096
7174,65.5701143,64.66406468,68.6925007,65.7931419,65.54223585,65.7931419,64.5107332,65.83495958,67.5216058,66.36465013
7175,65.57491289,64.66898955,68.69686411,65.79790941,65.54703833,65.79790941,64.51567944,65.83972125,67.5261324,66.36933798
7176,65.5657748,64.67391304,68.68729097,65.80267559,65.55183946,65.80267559,64.5206243,65.84448161,67.51672241,66.37402453
7177,65.57057266,64.67883517,68.69165389,65.80744043,65.54270587,65.80744043,64.52556779,65.84924063,67.52124843,66.36477637
7178,65.57536918,64.68375592,68.6960156,65.81220396,65.54750627,65.81220396,64.53050989,65.85399833,67.5257732,66.36946225
7179,65.58016437,64.6886753,68.7003761,65.81696615,65.55230534,65.81696615,64.53545062,65.8587547,67.5302967,66.37414682
