"learning evaluation instances on certain fold","1-fold","2-fold","3-fold","4-fold","5-fold","6-fold","7-fold","8-fold","9-fold","10-fold"
14986,71.03963699,70.28559989,72.51434672,71.1530762,70.43240358,71.09969305,69.42479648,70.08541305,71.71359936,70.69931936
14987,71.04156936,70.28758257,72.51618069,71.155001,70.43437646,71.10162141,69.42683659,70.08740909,71.71548676,70.70127444
14988,71.04350147,70.28956499,72.51801441,71.15692554,70.43634908,71.10354951,69.42887643,70.08940486,71.7173739,70.70322925
14989,71.04543332,70.29154713,72.51984789,71.15884982,70.43832144,71.10547735,69.43091601,70.09140036,71.71926079,70.7051838
14990,71.04736491,70.29352902,72.52168112,71.16077385,70.44029353,71.10740494,69.4329553,70.0933956,71.72114743,70.70713809
14991,71.04929624,70.29551064,72.52351411,71.16269762,70.44226536,71.10933227,69.43499433,70.09539057,71.72303382,70.70909212
14992,71.05122732,70.297492,72.52534685,71.16462113,70.44423693,71.11125934,69.43703308,70.09738527,71.72491996,70.71104589
14993,71.05315814,70.29947309,72.52717935,71.16654439,70.44620823,71.11318615,69.43907157,70.09937971,71.72680584,70.7129994
14994,71.0550887,70.30145391,72.5290116,71.16846739,70.44817927,71.11511271,69.43444044,70.09470455,71.72869148,70.70828331
14995,71.05701901,70.30343448,72.53084361,71.17039013,70.45015005,71.11703901,69.43647883,70.0966989,71.73057686,70.71023675
14996,71.05228061,70.29874633,72.52600694,71.16564417,70.44545212,71.11229661,69.43184849,70.09202454,71.72579354,70.70552147
14997,71.04754284,70.29405881,72.5211709,71.16089885,70.44075482,71.10755484,69.43388678,70.0873508,71.72767887,70.70080683
14998,71.04280571,70.28937192,72.51633551,71.16282171,70.43605814,71.10948126,69.42925723,70.08267769,71.72956394,70.70276037
14999,71.04473632,70.29135276,72.51816788,71.16474432,70.4380292,71.11140743,69.43129542,70.08467231,71.73144876,70.70471365
15000,71.04666667,70.29333333,72.52,71.16666667,70.44,71.11333333,69.42666667,70.08,71.73333333,70.7
15001,71.04193054,70.28864742,72.51516566,71.16192254,70.43530431,71.10859276,69.42203853,70.07532831,71.72855143,70.69528698
15002,71.04386082,70.29062792,72.51699773,71.16384482,70.43727503,71.1105186,69.42407679,70.07732302,71.73043594,70.69724037
15003,71.04579084,70.29260815,72.51882957,71.16576685,70.43924548,71.11244418,69.42611478,70.07931747,71.7323202,70.69919349
15004,71.04772061,70.29458811,72.52066116,71.16768862,70.44121568,71.1143695,69.42815249,70.08131165,71.73420421,70.70114636
15005,71.04298567,70.28990337,72.51582806,71.16961013,70.4431856,71.11629457,69.42352549,70.07664112,71.72942353,70.69643452
15006,71.04491537,70.29188325,72.5176596,71.17153139,70.44515527,71.11821938,69.42556311,70.07863521,71.73130748,70.69838731
15007,71.04684481,70.28719931,72.5194909,71.16678883,70.44046112,71.11348038,69.42760045,70.08062904,71.72652762,70.70033984
15008,71.04877399,70.2891791,72.52132196,71.16204691,70.43576759,71.11540512,69.42963753,70.0826226,71.72841151,70.70229211
15009,71.05070291,70.29115864,72.52315278,71.16396829,70.43773736,71.1173296,69.43167433,70.0846159,71.73029516,70.69758145
15010,71.04596935,70.28647568,72.51832112,71.16588941,70.43970686,71.11259161,69.42704863,70.0799467,71.72551632,70.69287142
15011,71.04123643,70.28179335,72.51349011,71.16114849,70.43501432,71.10785424,69.42242356,70.07527813,71.72073813,70.68816201
15012,71.04316547,70.28377298,72.51532108,71.16306954,70.43698375,71.10977884,69.42446043,70.07727152,71.7226219,70.69011458
15013,71.04509425,70.28575235,72.5171518,71.16499034,70.43895291,71.11170319,69.42649704,70.07926464,71.72450543,70.69206688
15014,71.04702278,70.28773145,72.51898228,71.16025043,70.44092181,71.11362728,69.42853337,70.08125749,71.7263887,70.68735847
15015,71.04895105,70.28971029,72.52081252,71.16217116,70.44289044,71.11555112,69.43056943,70.08325008,71.72827173,70.68931069
15016,71.05087906,70.29168887,72.52264251,71.15743207,70.44485882,71.11747469,69.43260522,70.08524241,71.7301545,70.68460309
15017,71.05280682,70.29366718,72.52447226,71.15935273,70.44682693,71.11939802,69.43464074,70.08723447,71.73203702,70.68655524
15018,71.05473432,70.29564523,72.52630177,71.16127314,70.44879478,71.12132108,69.43667599,70.08922626,71.7339193,70.68850712
15019,71.05666156,70.29762301,72.52813103,71.16319329,70.45076237,71.12324389,69.43871097,70.09121779,71.73580132,70.69045875
15020,71.05858855,70.29960053,72.52996005,71.16511318,70.45272969,71.12516644,69.44074567,70.09320905,71.73768309,70.69241012
15021,71.06051528,70.30157779,72.53178883,71.16703282,70.45469676,71.12708874,69.44278011,70.09520005,71.73956461,70.69436123
15022,71.06244175,70.30355479,72.53361736,71.1689522,70.45666356,71.12901078,69.44481427,70.09719079,71.74144588,70.69631208
15023,71.06436797,70.30553152,72.53544565,71.17087133,70.4586301,71.13093257,69.44684817,70.0925248,71.7433269,70.6916062
15024,71.06629393,70.30750799,72.5372737,71.1727902,70.46059638,71.1328541,69.44888179,70.09451544,71.74520767,70.69355698
15025,71.06821963,70.30948419,72.5391015,71.17470882,70.4625624,71.13477537,69.45091514,70.09650582,71.74708819,70.69550749
15026,71.07014508,70.31146014,72.54092906,71.17662718,70.46452815,71.13669639,69.45294822,70.09849594,71.74896845,70.69745774
15027,71.06541559,70.30678113,72.53610168,71.1718906,70.45983896,71.13196247,69.44832635,70.0938311,71.74419378,70.69275304
15028,71.06068672,70.30210274,72.53127495,71.16715464,70.45515039,71.12722917,69.44370508,70.08916689,71.73941975,70.68804898
15029,71.05595848,70.29742498,72.52644887,71.16241932,70.45046244,71.12249651,69.43908444,70.08450329,71.73464635,70.68334553
15030,71.05788423,70.2994012,72.52827678,71.16433799,70.45242848,71.12441783,69.44111776,70.07984032,71.73652695,70.68529607
15031,71.05980973,70.30137715,72.53010445,71.1662564,70.45439425,71.1263389,69.44315082,70.08183088,71.73840729,70.68724636
15032,71.05508249,70.30335285,72.53193188,71.16817456,70.45635977,71.12825971,69.44518361,70.08382118,71.74028739,70.68919638
15033,71.05700792,70.30532828,72.53375906,71.16344043,70.45832502,71.13018027,69.44721612,70.08581122,71.74216723,70.69114615
15034,71.05893309,70.30730345,72.53558601,71.16535852,70.46029001,71.13210057,69.44924837,70.08780098,71.74404683,70.69309565
15035,71.060858,70.30927835,72.5374127,71.16727636,70.46225474,71.13402062,69.45128035,70.08979049,71.74592617,70.6950449
15036,71.06278265,70.31125299,72.53258845,71.16919393,70.4575685,71.13594041,69.44666135,70.08512902,71.74115456,70.69034318
15037,71.06470706,70.31322737,72.52776485,71.17111126,70.45288289,71.13785995,69.44204296,70.08046818,71.73638359,70.68564208
15038,71.0666312,70.31520149,72.5295917,71.17302833,70.4481979,71.13977923,69.44407501,70.07580795,71.73826307,70.68094161
15039,71.06855509,70.31717534,72.53141831,71.17494514,70.44351353,71.14169825,69.44610679,70.07114835,71.7401423,70.67624177
15040,71.07047872,70.31914894,72.53324468,71.1768617,70.44547872,71.14361702,69.4481383,70.0731383,71.74202128,70.67819149
15041,71.0724021,70.32112227,72.53507081,71.17877801,70.44744365,71.14553554,69.45016954,70.07512798,71.74390001,70.68014095
15042,71.07432522,70.32309533,72.53689669,71.18069406,70.44940832,71.1474538,69.45220051,70.0771174,71.74577849,70.68209015
15043,71.07624809,70.32506814,72.53872233,71.18260985,70.45137273,71.1493718,69.4542312,70.07910656,71.74765672,70.68403909
15044,71.07152353,70.32704068,72.54054773,71.18452539,70.44668971,71.15128955,69.44961446,70.08109545,71.7495347,70.68598777
15045,71.07344633,70.32901296,72.54237288,71.18644068,70.44865404,71.15320705,69.45164506,70.08308408,71.75141243,70.68793619
15046,71.07536887,70.33098498,72.54419779,71.18835571,70.4506181,71.15512429,69.4536754,70.08507244,71.75328991,70.68988435
15047,71.07729115,70.33295674,72.54602246,71.19027049,70.45258191,71.15704127,69.45570546,70.08706054,71.75516714,70.69183226
15048,71.07921318,70.33492823,72.54784689,71.19218501,70.45454545,71.158958,69.45773525,70.08904838,71.75704413,70.6937799
15049,71.07449,70.3302545,72.54302611,71.18745432,70.44986378,71.15422952,69.45311981,70.08439099,71.7522759,70.68908233
15050,71.07641196,70.33222591,72.5448505,71.18936877,70.45182724,71.15614618,69.4551495,70.08637874,71.75415282,70.6910299
15051,71.07833367,70.33419706,72.54667464,71.19128297,70.45379045,71.15806259,69.45717892,70.08836622,71.7560295,70.69297721
15052,71.08025512,70.33616795,72.54849854,71.19319692,70.45575339,71.15997874,69.45920808,70.09035344,71.75790593,70.69492426
15053,71.08217631,70.33813858,72.55032219,71.19511061,70.45771607,71.16189464,69.46123696,70.0923404,71.7597821,70.69687106
15054,71.08409725,70.34010894,72.55214561,71.19702405,70.45967849,71.16381028,69.46326558,70.09432709,71.76165803,70.69881759
15055,71.08601793,70.34207904,72.55396878,71.19229492,70.46164065,71.16572567,69.46529392,70.09631352,71.76353371,70.70076387
15056,71.08793836,70.34404888,72.55579171,71.19420829,70.45696068,71.16764081,69.46068013,70.09165781,71.76540914,70.69606801
15057,71.08985854,70.34601846,72.5576144,71.19612141,70.45892276,71.16955569,69.46270837,70.09364415,71.76728432,70.69801421
15058,71.09177846,70.34798778,72.55943684,71.19803427,70.46088458,71.17147031,69.46473635,70.09563023,71.76915925,70.69331917
15059,71.09369812,70.34995684,72.56125905,71.19994688,70.46284614,71.17338469,69.46676406,70.09761604,71.77103393,70.69526529
15060,71.09561753,70.35192563,72.56308101,71.20185923,70.46480744,71.1752988,69.4687915,70.09960159,71.77290837,70.69721116
15061,71.09089702,70.3472545,72.55826306,71.19713166,70.46012881,71.170573,69.46417901,70.09494721,71.76814289,70.6925171
15062,71.08617713,70.34922321,72.56008498,71.19904395,70.46209003,71.17248705,69.46620635,70.09029345,71.77001726,70.69446289
15063,71.08809666,70.35119166,72.56190666,71.20095598,70.46405099,71.17440085,69.46823342,70.09227909,71.77189139,70.69640842
15064,71.09001593,70.35315985,72.56372809,71.20286776,70.46601168,71.17631439,69.47026022,70.09426447,71.77376527,70.69835369
15065,71.09193495,70.35512778,72.56554929,71.20477929,70.46797212,71.17822768,69.47228676,70.09624959,71.7756389,70.70029871
15066,71.09385371,70.35709545,72.56737024,71.20669056,70.4699323,71.18014071,69.47431302,70.09823444,71.77751228,70.70224346
15067,71.09577222,70.35906285,72.56919095,71.20860158,70.47189221,71.18205349,69.47633902,70.10021902,71.77938541,70.70418796
15068,71.09769047,70.36103,72.57101141,71.21051234,70.47385187,71.18396602,69.47836475,70.10220334,71.7812583,70.7061322
15069,71.09960847,70.36299688,72.57283164,71.21242285,70.47581127,71.18587829,69.48039021,70.1041874,71.78313093,70.70807618
15070,71.10152621,70.3649635,72.57465163,71.21433311,70.4777704,71.18779031,69.48241539,70.1061712,71.78500332,70.71001991
15071,71.1034437,70.36692987,72.57647137,71.21624312,70.47972928,71.18970208,69.48444032,70.10815473,71.78687546,70.71196337
15072,71.10536093,70.36889597,72.57829087,71.21815287,70.4816879,71.19161359,69.48646497,70.110138,71.78874735,70.71390658
15073,71.10727791,70.37086181,72.58011013,71.22006236,70.48364625,71.19352485,69.48848935,70.11212101,71.79061899,70.71584953
15074,71.10919464,70.37282738,72.58192915,71.22197161,70.48560435,71.19543585,69.49051347,70.11410375,71.79249038,70.71779223
15075,71.11111111,70.3747927,72.58374793,71.2238806,70.48756219,71.1973466,69.49253731,70.11608624,71.79436153,70.71973466
15076,71.10639427,70.3701247,72.5789334,71.21915627,70.48951977,71.19262404,69.49456089,70.11806845,71.78959936,70.72167684
15077,71.10831067,70.37208994,72.58075214,71.2210652,70.49147708,71.19453472,69.4965842,70.12005041,71.79147045,70.72361876
15078,71.11022682,70.37405491,72.58257063,71.22297387,70.49343414,71.19644515,69.49860724,70.1220321,71.79334129,70.72556042
15079,71.10551098,70.36938789,72.58438889,71.21825055,70.49539094,71.19172359,69.50063002,70.12401353,71.78858014,70.72750182
15080,71.10742706,70.37135279,72.5862069,71.22015915,70.49734748,71.19363395,69.50265252,70.12599469,71.79045093,70.72944297
15081,71.10271202,70.36668656,72.58139381,71.2220675,70.4926729,71.19554406,69.4980439,70.1279756,71.79232146,70.724753
15082,71.10462803,70.36865137,72.58321178,71.2239756,70.49462936,71.19745392,69.5000663,70.12995624,71.79419175,70.72669407
15083,71.10654379,70.37061593,72.5850295,71.22588344,70.49658556,71.19936352,69.50208844,70.13193662,71.79606179,70.72863489
15084,71.10845929,70.37258022,72.58684699,71.2211615,70.4985415,71.19464333,69.50411032,70.12728719,71.79793158,70.7239459
15085,71.10374544,70.36791515,72.58203513,71.21644017,70.49386808,71.18992377,69.49950282,70.12263838,71.79317203,70.71925754
15086,71.10566088,70.36987936,72.58385258,71.21834814,70.49582394,71.19183349,69.50152459,70.12461885,71.79504176,70.72119846
15087,71.10757606,70.37184331,72.58566978,71.22025585,70.49777955,71.19374296,69.5035461,70.12659906,71.79691125,70.72313913
15088,71.10949099,70.373807,72.58748674,71.22216331,70.49973489,71.19565217,69.50556734,70.128579,71.79878049,70.72507953
15089,71.11140566,70.37577043,72.58930347,71.22407051,70.50168997,71.19756114,69.50758831,70.13055869,71.80064948,70.72701968
15090,71.11332008,70.3777336,72.59111995,71.22597747,70.5036448,71.19946985,69.50960901,70.1325381,71.80251822,70.72895958
15091,71.11523425,70.37307004,72.58630972,71.2212577,70.4989729,71.19475184,69.50500298,70.1278908,71.79776025,70.72427275
15092,71.11052213,70.3684071,72.58150013,71.21653856,70.49430162,71.19003446,69.50039756,70.1232441,71.79300292,70.71958654
15093,71.11243623,70.37037037,72.58331677,71.21844564,70.49625654,71.19194328,69.50241834,70.12522361,71.79487179,70.72152654
15094,71.10772492,70.36570823,72.58513317,71.21372731,70.49821121,71.18722671,69.50443885,70.12057771,71.79011528,70.71684113
15095,71.10963895,70.36767141,72.58694932,71.20900961,70.49354091,71.18913548,69.49983438,70.12255714,71.7919841,70.71878105
15096,71.11155273,70.36963434,72.58876524,71.2109168,70.4954955,71.19104399,69.5018548,70.1245363,71.79385268,70.72072072
15097,71.10684242,70.37159701,72.58395708,71.21282374,70.49744982,71.19295224,69.50387494,70.1265152,71.795721,70.7160363
15098,71.10875613,70.37355941,72.58577295,71.21473043,70.49940389,71.19486025,69.50589482,70.12849384,71.79758908,70.71797589
15099,71.11066958,70.37552156,72.58758858,71.21663686,70.50135771,71.196768,69.50791443,70.13047222,71.79945692,70.71991523
15100,71.11258278,70.37748344,72.58940397,71.21854305,70.50331126,71.1986755,69.50993377,70.13245033,71.8013245,70.7218543
15101,71.11449573,70.37944507,72.59121912,71.22044898,70.50526455,71.20058274,69.51195285,70.13442818,71.80319184,70.72379313
15102,71.11640842,70.38140644,72.59303404,71.22235466,70.50721759,71.20248974,69.51397166,70.13640577,71.80505893,70.72573169
15103,71.11832086,70.38336754,72.59484871,71.22426008,70.50917036,71.20439648,69.5159902,70.1383831,71.80692578,70.72767
15104,71.12023305,70.38532839,72.59666314,71.22616525,70.51112288,71.20630297,69.51800847,70.14036017,71.80879237,70.72960805
15105,71.12214499,70.38728898,72.59847733,71.22807018,70.51307514,71.2082092,69.52002648,70.14233697,71.81065872,70.73154585
15106,71.12405667,70.3892493,72.60029127,71.22335496,70.51502714,71.2034953,69.52204422,70.13769363,71.80590494,70.73348338
15107,71.12596809,70.39120937,72.60210498,71.22525981,70.51697888,71.20540147,69.52406169,70.13967035,71.80777123,70.73542067
15108,71.12787927,70.39316918,72.60391845,71.22716442,70.51893037,71.20730739,69.5260789,70.14164681,71.80963728,70.73735769
15109,71.12979019,70.39512873,72.60573168,71.22906877,70.52088159,71.20921305,69.52809584,70.14362301,71.81150308,70.73929446
15110,71.13170086,70.39708802,72.60754467,71.23097287,70.52283256,71.21111846,69.53011251,70.14559894,71.81336863,70.74123097
15111,71.13361128,70.39904705,72.60935742,71.23287671,70.52478327,71.21302363,69.53212891,70.14757461,71.81523394,70.74316723
15112,71.12890418,70.39438857,72.60455267,71.22816305,70.52011646,71.20831128,69.52752779,70.14293277,71.81048174,70.73848597
15113,71.13081453,70.39634752,72.60636538,71.23006683,70.52206709,71.21021637,69.5295441,70.14490836,71.81234699,70.74042215
15114,71.13272463,70.39168982,72.60817785,71.23197036,70.52401747,71.20550483,69.53156014,70.14688368,71.81421199,70.74235808
15115,71.12801852,70.38703275,72.60337413,71.23387364,70.52596758,71.20079391,69.52695997,70.14224281,71.8094608,70.7376778
15116,71.12992855,70.3889918,72.60518656,71.23577666,70.52791744,71.20269913,69.52897592,70.14421805,71.81132575,70.73961365
15117,71.13183833,70.39095059,72.60699874,71.23767943,70.52986704,71.20460409,69.5309916,70.14619303,71.81319045,70.74154925
15118,71.12713322,70.38629448,72.60219606,71.23296732,70.52520175,71.19989417,69.52639238,70.14155312,71.80844027,70.73686996
15119,71.12904293,70.38825319,72.6040082,71.23487003,70.52715127,71.20179906,69.52179377,70.13691382,71.81030491,70.73219128
15120,71.13095238,70.39021164,72.60582011,71.23677249,70.52910053,71.2037037,69.51719577,70.13227513,71.81216931,70.73412698
15121,71.13286158,70.39216983,72.60763177,71.23867469,70.53104953,71.20560809,69.51921169,70.13425038,71.81403346,70.73606243
15122,71.13477053,70.39412776,72.6094432,71.24057664,70.53299828,71.20751223,69.52122735,70.13622537,71.81589737,70.73799762
15123,71.13667923,70.39608543,72.61125438,71.24247834,70.53494677,71.20941612,69.52324274,70.13820009,71.81776103,70.73993255
15124,71.13858768,70.39804285,72.61306533,71.24437979,70.536895,71.21131976,69.52525787,70.14017456,71.81962444,70.74186723
15125,71.14049587,70.4,72.61487603,71.24628099,70.53884298,71.21322314,69.52727273,70.14214876,71.8214876,70.74380165
15126,71.14240381,70.4019569,72.6166865,71.24818194,70.54079069,71.21512627,69.52928732,70.1441227,71.82335052,70.74573582
15127,71.1443115,70.40391353,72.61849673,71.25008263,70.54273815,71.21702915,69.53130165,70.14609638,71.82521319,70.74766973
15128,71.14621893,70.40586991,72.62030672,71.25198308,70.54468535,71.21893178,69.53331571,70.1480698,71.82707562,70.74960338
15129,71.14151629,70.40121621,72.61550664,71.24727345,70.54002247,71.21422434,69.52871968,70.14343314,71.82232798,70.74492696
15130,71.14342366,70.4031725,72.61731659,71.24917383,70.5419696,71.2161269,69.53073364,70.14540648,71.82419035,70.74686054
15131,71.14533078,70.40512854,72.6191263,71.25107395,70.54391646,71.21802921,69.53274734,70.14737955,71.82605248,70.74879387
15132,71.14723764,70.40708432,72.62093577,71.25297383,70.54586307,71.21993127,69.53476077,70.14935237,71.82791435,70.75072694
15133,71.14253618,70.40243177,72.61613692,71.24826538,70.54120135,71.215225,69.53677394,70.15132492,71.82316791,70.75265975
15134,71.14444298,70.40438747,72.61794635,71.25016519,70.54314788,71.217127,69.53878684,70.15329721,71.82502973,70.75459231
15135,71.14634952,70.40634291,72.61975553,71.25206475,70.54509415,71.21902874,69.54079947,70.15526924,71.82689131,70.75652461
15136,71.14825581,70.4082981,72.62156448,71.25396406,70.54704017,71.22093023,69.54281184,70.15724101,71.82875264,70.75845666
15137,71.15016186,70.41025302,72.62337319,71.25586312,70.54898593,71.22283147,69.54482394,70.15921253,71.83061373,70.76038845
15138,71.15206764,70.41220769,72.62518166,71.25776192,70.55093143,71.22473246,69.54683578,70.16118378,71.83247457,70.76231999
15139,71.15397318,70.4141621,72.62698989,71.25966048,70.55287668,71.2266332,69.54884735,70.16315477,71.83433516,70.76425127
15140,71.15587847,70.41611625,72.62879789,71.26155878,70.55482166,71.22853369,69.55085865,70.1651255,71.83619551,70.7661823
15141,71.1577835,70.41807014,72.63060564,71.26345684,70.5567664,71.23043392,69.55286969,70.16709596,71.83805561,70.76811307
15142,71.15968828,70.42002377,72.63241316,71.26535464,70.55871087,71.23233391,69.55488046,70.16906617,71.83991547,70.77004359
15143,71.1549891,70.41537344,72.62761672,71.26064848,70.55405138,71.22762993,69.55028726,70.16443241,71.83517137,70.76537014
15144,71.15689382,70.41732699,72.62942419,71.26254622,70.55599577,71.22952985,69.55229794,70.16640254,71.83703117,70.76730058
15145,71.15219544,70.41267745,72.62462859,71.25784087,70.55133707,71.22482668,69.54770551,70.16176956,71.83228788,70.76262793
15146,71.15410009,70.41463093,72.62643602,71.25973854,70.55328139,71.22672653,69.5497161,70.1637396,71.83414763,70.7645583
15147,71.14940252,70.40998217,72.62164125,71.255034,70.54862349,71.22202416,69.54512445,70.15910741,71.82940516,70.75988645
15148,71.1513071,70.41193557,72.62344864,71.25693161,70.55056773,71.22392395,69.54713494,70.16107737,71.83126485,70.76181674
15149,71.14661034,70.40728761,72.6186547,71.25882897,70.55251172,71.21922239,69.54914516,70.15644597,71.8331243,70.76374678
15150,71.14851485,70.40924092,72.62046205,71.26072607,70.55445545,71.22112211,69.55115512,70.15181518,71.8349835,70.76567657
15151,71.15041911,70.41119398,72.62226916,71.26262293,70.55639892,71.22302158,69.55316481,70.15378523,71.83684245,70.7676061
15152,71.15232313,70.41314678,72.62407603,71.26451954,70.55834213,71.2249208,69.55517423,70.15575502,71.83870116,70.76953537
15153,71.15422689,70.41509932,72.62588266,71.26641589,70.56028509,71.22681977,69.5571834,70.15772454,71.84055963,70.7714644
15154,71.15613039,70.4170516,72.62768906,71.268312,70.56222779,71.22871849,69.55919229,70.15969381,71.84241784,70.77339316
15155,71.15143517,70.41240515,72.62289673,71.26360937,70.55757176,71.22401848,69.55460244,70.15506434,71.83767733,70.76872319
15156,71.15333861,70.41435735,72.62470309,71.26550541,70.55951438,71.22591713,69.55661124,70.15703352,71.8395355,70.77065189
15157,71.1552418,70.4163093,72.6265092,71.2674012,70.56145675,71.22781553,69.55861978,70.15900244,71.84139342,70.77258033
15158,71.15714474,70.41166381,72.6217179,71.26269956,70.55680169,71.22311651,69.56062805,70.15437393,71.83665391,70.76791133
15159,71.15904743,70.41361567,72.62352398,71.26459529,70.55874398,71.22501484,69.56263606,70.15634277,71.83851178,70.7698397
15160,71.16094987,70.41556728,72.62532982,71.26649077,70.56068602,71.22691293,69.5646438,70.15831135,71.84036939,70.77176781
15161,71.16285205,70.41751863,72.62713541,71.26838599,70.5626278,71.22881076,69.56665128,70.16027966,71.84222677,70.77369567
15162,71.15815855,70.41287429,72.62234534,71.27028097,70.56456932,71.22411291,69.56206305,70.15565229,71.83748846,70.77562327
15163,71.15346567,70.41482556,72.61755589,71.27217569,70.56651058,71.21941568,69.55747543,70.15102552,71.83934578,70.77755062
15164,71.14877341,70.41677658,72.61276708,71.27407017,70.5684516,71.22131364,69.55948299,70.14639937,71.84120285,70.77288314
15165,71.14408177,70.4121332,72.6079789,71.26937026,70.56379822,71.21661721,69.55489614,70.14177382,71.83646555,70.76821629
15166,71.14598444,70.41408414,72.60978505,71.27126467,70.56573915,71.2185151,69.5569036,70.14374258,71.83832256,70.77014374
15167,71.1412936,70.41603481,72.61159095,71.27315883,70.56767983,71.22041274,69.55891079,70.14571108,71.84017934,70.76547768
15168,71.1431962,70.41798523,72.61339662,71.27505274,70.56962025,71.22231013,69.56091772,70.14767932,71.84203586,70.76740506
15169,71.14509856,70.41993539,72.61520206,71.2769464,70.57156042,71.22420726,69.56292439,70.14964731,71.84389215,70.76933219
15170,71.14700066,70.4218853,72.61700725,71.27883982,70.57350033,71.22610415,69.56493078,70.15161503,71.84574819,70.77125906
15171,71.14231099,70.41724342,72.61222068,71.27414145,70.56884846,71.22140927,69.5603454,70.14699097,71.84101246,70.76659416
15172,71.14421302,70.41919325,72.61402584,71.2760348,70.57078829,71.22330609,69.5623517,70.14895861,71.84286844,70.76852096
15173,71.14611481,70.42114282,72.61583075,71.2779279,70.57272787,71.22520266,69.56435774,70.15092599,71.84472418,70.77044751
15174,71.14801634,70.42309213,72.61763543,71.27982075,70.57466719,71.22709899,69.5597733,70.14630289,71.84657968,70.7723738
15175,71.14991763,70.42504119,72.61943987,71.28171334,70.57660626,71.22899506,69.56177924,70.14827018,71.84843493,70.77429984
15176,71.15181866,70.42698998,72.62124407,71.28360569,70.57854507,71.23089088,69.56378492,70.15023722,71.85028993,70.77622562
15177,71.15371944,70.42893853,72.62304803,71.28549779,70.58048363,71.23278645,69.56579034,70.15220399,71.85214469,70.77815115
15178,71.15561998,70.43088681,72.62485176,71.28080116,70.58242193,71.22809329,69.56779549,70.15417051,71.84741073,70.77348794
15179,71.15752026,70.43283484,72.62665525,71.28269319,70.58435997,71.2299888,69.56980038,70.15613677,71.84926543,70.7754134
15180,71.15283267,70.42819499,72.62187088,71.28458498,70.57971014,71.23188406,69.56521739,70.15810277,71.85111989,70.7773386
15181,71.15473289,70.43014294,72.61708715,71.28647652,70.58164811,71.23377907,69.560635,70.15348133,71.85297411,70.77926355
15182,71.15004611,70.42550389,72.61230404,71.28178106,70.57699908,71.22908708,69.55605322,70.14886049,71.84824134,70.7746015
15183,71.14535994,70.42086544,72.60752157,71.27708621,70.57235066,71.22439571,69.55805835,70.15082658,71.84350919,70.76994006
15184,71.14067439,70.41622761,72.60273973,71.27239199,70.56770285,71.21970495,69.55347734,70.14620653,71.83877766,70.76527924
15185,71.14257491,70.41817583,72.60454396,71.27428383,70.56964109,71.22160026,69.55548238,70.14817254,71.8406322,70.76720448
15186,71.14447517,70.4201238,72.60634795,71.27617542,70.57157909,71.22349532,69.55748716,70.15013829,71.8424865,70.76912946
15187,71.14637519,70.42207151,72.60815171,71.27806677,70.57351682,71.22539014,69.55949167,70.15210377,71.84434055,70.77105419
15188,71.14169081,70.42401896,72.60337108,71.27995786,70.57545431,71.2272847,69.55491177,70.14748486,71.84619436,70.77297867
15189,71.14359076,70.42596616,72.6051748,71.28184871,70.57739153,71.22917901,69.55691619,70.14945026,71.84804793,70.77490289
15190,71.14549045,70.4279131,72.60697828,71.2837393,70.57932851,71.23107307,69.55892034,70.1514154,71.84990125,70.77682686
15191,71.1473899,70.42985979,72.60878152,71.28562965,70.58126522,71.23296689,69.56092423,70.15338029,71.85175433,70.77875058
15192,71.1492891,70.43180621,72.61058452,71.28751975,70.58320169,71.23486045,69.56292786,70.15534492,71.85360716,70.78067404
15193,71.15118805,70.43375239,72.61238728,71.2894096,70.58513789,71.23675377,69.56493122,70.15730929,71.85545975,70.78259725
15194,71.15308674,70.4356983,72.61418981,71.2912992,70.58707384,71.23864683,69.56693432,70.1592734,71.8573121,70.78452021
15195,71.14840408,70.43106285,72.6159921,71.28660744,70.58242843,71.23395854,69.56893715,70.16123725,71.85258309,70.7798618
15196,71.15030271,70.43300869,72.61779416,71.28849697,70.58436431,71.23585154,69.56435904,70.15662016,71.85443538,70.78178468
15197,71.15220109,70.43495427,72.61959597,71.29038626,70.58629993,71.23774429,69.56636178,70.15858393,71.85628743,70.78370731
15198,71.15409922,70.43689959,72.62139755,71.2922753,70.58823529,71.23963679,69.56836426,70.16054744,71.85813923,70.78562969
15199,71.15599711,70.43884466,72.62319889,71.29416409,70.59017041,71.24152905,69.57036647,70.16251069,71.85999079,70.78755181
15200,71.15789474,70.44078947,72.625,71.29605263,70.59210526,71.24342105,69.57236842,70.16447368,71.86184211,70.78947368
15201,71.15979212,70.44273403,72.62680087,71.29794092,70.59403987,71.24531281,69.57437011,70.16643642,71.86369318,70.7913953
15202,71.16168925,70.44467833,72.6286015,71.29982897,70.59597421,71.24720432,69.56979345,70.16182081,71.86554401,70.79331667
15203,71.16358613,70.44662238,72.63040189,71.30171677,70.59790831,71.24909557,69.57179504,70.16378346,71.86739459,70.79523778
15204,71.16548277,70.44856617,72.63220205,71.30360431,70.59984215,71.25098658,69.57379637,70.16574586,71.86924494,70.79715864
15205,71.16737915,70.4505097,72.63400197,71.30549161,70.60177573,71.25287734,69.57579744,70.16770799,71.87109503,70.79907925
15206,71.16269893,70.45245298,72.63580166,71.30737867,70.60370906,71.25476785,69.57779824,70.16309352,71.87294489,70.80099961
