"learning evaluation instances on certain fold","1-fold","2-fold","3-fold","4-fold","5-fold","6-fold","7-fold","8-fold","9-fold","10-fold"
5103,25.87983813,22.32370534,33.59286204,26.28440542,25.15443346,26.51127131,21.66711429,24.19660983,30.21507729,28.21280298
5104,25.88746852,22.33047781,33.60466645,26.29167771,25.16158032,26.51882563,21.67328691,24.20417376,30.2241843,28.22184861
5105,25.89509436,22.33724645,33.57771323,26.29894572,25.12972265,26.52637544,21.67945613,24.21173321,30.23328536,28.1919818
5106,25.90271563,22.34401126,33.58951182,26.30620946,25.13687054,26.53392075,21.68562197,24.21928819,30.24238049,28.20102606
5107,25.88457505,22.32815164,33.60380008,26.28827607,25.11951651,26.51560946,21.67063729,24.24195479,30.26094044,28.22047052
5108,25.8921915,22.33491199,33.61558987,26.25656312,25.12665983,26.52315002,21.67679904,24.2495066,30.27003014,28.1906288
5109,25.91409994,22.3591876,33.62986641,26.23864862,25.14938878,26.54488383,21.70198661,24.27215207,30.28857347,28.21006047
5110,25.92171303,22.36594585,33.60294062,26.20695616,25.11756916,26.51347827,21.66914816,24.27970071,30.29765775,28.18023938
5111,25.90358175,22.35009157,33.61720849,26.18906051,25.1002288,26.49518213,21.65417338,24.26228161,30.27630487,28.15974652
5112,25.91119001,22.35684536,33.6289925,26.19632925,25.10737414,26.50272414,21.66033867,24.26982538,30.28538374,28.16879534
5113,25.91879374,22.36359535,33.64076773,26.20359372,25.11451532,26.51026165,21.66650057,24.2773647,30.29445669,28.17783835
5114,25.90067545,22.34775221,33.65502392,26.22573042,25.09718731,26.49197863,21.65153627,24.259958,30.31298354,28.19725691
5115,25.90827437,22.35449775,33.66679038,26.2329919,25.10432393,26.49951141,21.65769408,24.26749247,30.3220511,28.20629471
5116,25.91586877,22.36123948,33.63989495,26.24024912,25.1114564,26.5070397,21.66384852,24.27502249,30.33111275,28.2153267
5117,25.92345864,22.36797741,33.65165562,26.24750207,25.11858472,26.5145635,21.66999958,24.28254808,30.34016851,28.22435288
5118,25.93104399,22.37471154,33.66340752,26.25475077,25.1257089,26.52208283,21.67614728,24.29006923,30.34921837,28.23337327
5119,25.93862482,22.38144186,33.67515068,26.26199521,25.13282895,26.52959768,21.68229161,24.29758594,30.35826235,28.24238787
5120,25.92051868,22.36560798,33.68939828,26.24410686,25.11551206,26.51132706,21.66733566,24.32021074,30.33692681,28.26179137
5121,25.88925002,22.33345364,33.66253009,26.25134675,25.0837598,26.47998759,21.63456778,24.28887996,30.30719757,28.2320322
5122,25.89683107,22.34018494,33.63567717,26.21972786,25.09088047,26.48750272,21.64071361,24.29639862,30.27748347,28.20228825
5123,25.9044076,22.34691244,33.60883952,26.22696857,25.09799701,26.49501338,21.64685608,24.30391285,30.24778449,28.17255952
5124,25.91197964,22.35363615,33.62058284,26.23420503,25.10510941,26.50251958,21.65299518,24.31142265,30.25683606,28.18158217
5125,25.89389142,22.33781802,33.59522193,26.21633457,25.08780978,26.48426714,21.63805444,24.29402673,30.23553135,28.16111785
5126,25.86265805,22.30570024,33.56840765,26.18474622,25.05609338,26.45296298,21.60532378,24.26273147,30.20585701,28.13141372
5127,25.8702303,22.31242492,33.54160861,26.1919832,25.06320641,26.46046946,21.61146438,24.27024153,30.21490751,28.14043527
5128,25.87779805,22.31914582,33.51482481,26.19921595,25.07031532,26.46797148,21.61760163,24.27774717,30.1852526,28.11075074
5129,25.85972799,22.30334402,33.48949458,26.18136363,25.05303331,26.44973741,21.60267676,24.26036871,30.16397342,28.09031102
5130,25.86729097,22.31006051,33.50124231,26.18859184,25.06013769,26.45723474,21.60880994,24.26786954,30.17302286,28.06064664
5131,25.87484946,22.31677322,33.47448181,26.19581581,25.06723797,26.46472762,21.61493978,24.27536596,30.18206642,28.03099746
5132,25.89674882,22.34103596,33.48874304,26.217948,25.08996283,26.48645863,21.6401204,24.29798233,30.20060403,28.05041802
5133,25.91862671,22.3652741,33.50299261,26.2400583,25.11266506,26.50816834,21.66527504,24.32057639,30.21912459,28.06982055
5134,25.9005622,22.34947178,33.51723052,26.26214675,25.13534471,26.4899402,21.69040375,24.34314817,30.19785925,28.08920506
5135,25.90811827,22.35618351,33.49049419,26.2693703,25.10369047,26.45869488,21.65774015,24.3119136,30.20689845,28.05958679
5136,25.92997222,22.38039301,33.50472345,26.25151862,25.12635463,26.48038644,21.68285108,24.33446986,30.22540158,28.07895856
5137,25.93752497,22.38710266,33.51646838,26.25873765,25.13346144,26.48788306,21.68899113,24.34197201,30.23443542,28.0879945
5138,25.94507323,22.39380855,33.48975314,26.26595246,25.14056413,26.49537524,21.69512783,24.34946975,30.2434634,28.05840099
5139,25.92701769,22.37801092,33.46446615,26.28801897,25.16320851,26.47716186,21.72021689,24.37200632,30.22221328,28.0777606
5140,25.93456122,22.38471242,33.47620742,26.29523083,25.17030846,26.48464936,21.72635224,24.37950092,30.23123592,28.04818746
5141,25.91651883,22.36892649,33.45093773,26.27738766,25.15302071,26.46644923,21.71140753,24.36211747,30.21000087,28.02777952
5142,25.92405763,22.37562361,33.46267243,26.28459501,25.16011617,26.47393207,21.71753884,24.36960728,30.21901817,28.03681927
5143,25.93159195,22.38231697,33.47439843,26.29179814,25.16720752,26.48141047,21.7236668,24.3770927,30.22802963,28.04585323
5144,25.93912182,22.38900657,33.48611574,26.29899707,25.17429477,26.48888444,21.72979142,24.38457373,30.23703527,28.05488141
5145,25.94664723,22.39569242,33.45943755,26.30619179,25.18137792,26.49635399,21.73591271,24.39205036,30.20747022,28.02534139
5146,25.96848059,22.41987776,33.47366539,26.32823893,25.20400226,26.51802527,21.76097924,24.41456684,30.22596271,28.0049535
5147,25.9760027,22.42656155,33.48537695,26.33543072,25.21108268,26.52549155,21.76709918,24.42204035,30.23496729,28.01398054
5148,25.98352036,22.4332416,33.49707984,26.3426183,25.21815902,26.5329534,21.77321578,24.42950948,30.24396605,28.02300181
5149,25.99103358,22.4399179,33.50877406,26.3498017,25.22523127,26.54041085,21.77932905,24.43697424,30.252959,28.03201732
5150,25.99854236,22.44659046,33.52045964,26.3569809,25.23229944,26.54786389,21.78543899,24.44443462,30.26194614,28.04102707
5151,25.98050762,22.43080616,33.53467593,26.3391448,25.21501724,26.52967184,21.77049391,24.427057,30.24073343,28.02065458
5152,26.00232059,22.45496805,33.54888063,26.36117134,25.2376202,26.55132299,21.79553595,24.44955216,30.25921004,28.04000625
5153,26.02411226,22.47910553,33.56307375,26.34334462,25.26020073,26.57295298,21.82055225,24.4720252,30.2776697,28.05934001
5154,26.00608361,22.46332201,33.57725531,26.32553116,25.24292281,26.55476731,21.80560568,24.45465229,30.29611244,28.07865589
5155,25.98806831,22.44755075,33.55203122,26.30773096,25.22565789,26.53659506,21.79067089,24.43729243,30.27491159,28.05829319
5156,25.97006635,22.43179174,33.52682221,26.28994399,25.20840597,26.51843623,21.77574787,24.41994563,30.25372525,28.03794473
5157,25.99182585,22.41604496,33.54099637,26.27217025,25.19116703,26.50029078,21.76083661,24.40261186,30.27214932,28.05723979
5158,25.99933261,22.42271412,33.55267765,26.27934479,25.19823192,26.50774057,21.76694376,24.41006847,30.28113415,28.06624694
5159,26.00683494,22.42937954,33.56435029,26.28651514,25.20529273,26.51518595,21.77304759,24.41752073,30.29011318,28.07524835
5160,26.02857552,22.45347313,33.57851295,26.30850305,25.22783617,26.53678303,21.7980157,24.43995751,30.30852138,28.09452675
5161,26.03607458,22.46013652,33.59017698,26.31567049,25.23489428,26.54422517,21.80411819,24.44740666,30.31749512,28.10352299
5162,26.04356921,22.46679617,33.56356517,26.32283376,25.24194832,26.55166292,21.81021737,24.45485146,30.32646307,28.1125135
5163,26.02557228,22.45105345,33.57771929,26.30506817,25.22471643,26.53352641,21.79530849,24.437525,30.30529145,28.09217741
5164,26.03306223,22.45770878,33.55112546,26.31222698,25.23176603,26.54095955,21.80140367,24.44496507,30.31425412,28.10116247
5165,26.05478146,22.48177742,33.56527102,26.33419315,25.25428688,26.56253549,21.82634551,24.46737943,30.33264608,28.08084085
5166,26.06226814,22.48843071,33.57693227,26.34134906,25.26133378,26.56996538,21.83243935,24.4748164,30.34160348,28.08982047
5167,26.06975041,22.49508029,33.58858492,26.34850081,25.26837662,26.5773909,21.83852989,24.48224903,30.3505551,28.09879437
5168,26.09145078,22.51912804,33.60271902,26.33074365,25.29087791,26.5989481,21.86345011,24.50464392,30.36893123,28.07848748
5169,26.09892978,22.52577557,33.57615189,26.33789095,25.29791806,26.60637038,21.86953931,24.51207346,30.37787758,28.08745595
5170,26.12061016,22.54980078,33.59027745,26.35983542,25.32039846,26.62790773,21.89443598,24.53444766,30.39623741,28.10671559
5171,26.14226945,22.57380182,33.60439155,26.34208727,25.34285665,26.64942413,21.91930718,24.55679996,30.41458046,28.12595747
5172,26.16390767,22.5977787,33.61849419,26.36400632,25.36529265,26.67091959,21.94415292,24.57913038,30.43290675,28.14518162
5173,26.13294011,22.56594551,33.59195088,26.33268648,25.33386416,26.63989091,21.91173463,24.54811473,30.40348462,28.11578428
5174,26.11494268,22.55018935,33.60604502,26.35459087,25.35628499,26.66137205,21.93656295,24.57042993,30.38233029,28.13499588
5175,26.09695851,22.53444537,33.62012774,26.33685347,25.33904386,26.64323231,21.9216291,24.55309516,30.36119036,28.11470241
5176,26.10444092,22.54109829,33.63177765,26.34400477,25.34609002,26.65065941,21.9277276,24.52210603,30.37013767,28.12367206
5177,26.11191892,22.54774749,33.64341898,26.35115192,25.35313213,26.65808214,21.93382279,24.52954576,30.37907923,28.13263602
5178,26.0939475,22.53201447,33.65749031,26.33342707,25.33590316,26.63995528,21.91889929,24.5518429,30.39739319,28.15182963
5179,26.11556281,22.55596109,33.67155025,26.31571535,25.358296,26.6614109,21.94369314,24.57411826,30.41569044,28.17100558
5180,26.09760106,22.54023459,33.68559881,26.29801673,25.38066678,26.64329388,21.96846169,24.59637188,30.3945642,28.1901639
5181,26.1050753,22.54688055,33.65909088,26.26674954,25.34929446,26.61231848,21.93610361,24.56542237,30.4035015,28.16081553
5182,26.11254515,22.55352281,33.67072654,26.27389664,25.35633985,26.6197424,21.94220414,24.5728664,30.41243305,28.1697798
5183,26.09459611,22.53780725,33.68476668,26.25621611,25.37869687,26.64118142,21.96695731,24.59510612,30.39132218,28.18892622
5184,26.10206132,22.5444452,33.69639379,26.26335877,25.34735121,26.6486021,21.97305647,24.60254704,30.4002485,28.15960216
5185,26.10952214,22.55107946,33.66990944,26.27049729,25.35439891,26.65601842,21.97915233,24.60998362,30.40916909,28.16856559
5186,26.1311139,22.57499745,33.68394116,26.25282925,25.37674218,26.6774389,22.00388414,24.63220411,30.42744994,28.18770012
5187,26.13857147,22.58162968,33.65747463,26.25996334,25.34542314,26.68485198,22.00997863,24.63963758,30.43636529,28.19665842
5188,26.16014343,22.60552535,33.67149792,26.28183745,25.36775134,26.70625283,22.03468717,24.66183763,30.45462998,28.21577596
5189,26.18169449,22.62939707,33.68550989,26.30369016,25.39005759,26.72763294,22.05937055,24.68401606,30.47287805,28.23487595
5190,26.18914994,22.63602892,33.69713421,26.31082261,25.39711024,26.7350439,22.0654656,24.69144764,30.48178866,28.2438297
5191,26.19660102,22.64265708,33.70874998,26.31795094,25.36582468,26.74245051,22.07155735,24.69887489,30.49069356,28.25277777
5192,26.21813346,22.66650819,33.72275066,26.33978477,25.38811723,26.76381216,22.09621946,24.72103416,30.508926,28.27186137
5193,26.23964506,22.69033542,33.73674003,26.36159727,25.41038788,26.78515313,22.12085647,24.74317186,30.52714187,28.29092749
5194,26.26113584,22.67460104,33.71164442,26.34392605,25.43263668,26.76703278,22.10589445,24.72582102,30.50604368,28.27064694
5195,26.24317757,22.65887876,33.7256246,26.32626787,25.45486365,26.78834972,22.13050004,24.7479332,30.48495979,28.28969419
5196,26.25062742,22.66550535,33.737234,26.29509327,25.42362024,26.75746898,22.09824976,24.71707902,30.49386096,28.26043759
5197,26.23268207,22.64979456,33.75120291,26.27745337,25.40638684,26.73936367,22.08329834,24.69974207,30.51205912,28.2794725
5198,26.24012731,22.65641688,33.76280379,26.28458412,25.41345034,26.74677369,22.08939661,24.70717284,30.52095507,28.2884217
5199,26.22219487,22.64071758,33.77676146,26.26695695,25.43565952,26.76807426,22.11398064,24.72926728,30.49988565,28.30743975
5200,26.2296355,22.64733563,33.78835384,26.27408328,25.44272027,26.77548105,22.12007753,24.73669494,30.50877641,28.31638383
5201,26.23707176,22.65395,33.76194188,26.2812055,25.41151349,26.78288348,22.12617112,24.74411827,30.51766149,28.32532225
5202,26.24450367,22.6605607,33.7735286,26.28832361,25.41857516,26.79028158,22.13226142,24.75153729,30.52654087,28.334255
5203,26.21370544,22.66716773,33.74713429,26.2954376,25.42563279,26.79767534,22.13834843,24.758952,30.49726878,28.34318209
5204,26.22113782,22.63551835,33.72075479,26.26431267,25.39445054,26.76684498,22.10615279,24.72814857,30.50614667,28.31397172
5205,26.24261053,22.65931675,33.73470995,26.28610831,25.41665557,26.7881359,22.13072735,24.75023291,30.52433497,28.33297969
5206,26.2640625,22.68309138,33.74865387,26.3078827,25.43883886,26.80940627,22.15527698,24.77229581,30.54250676,28.35197029
5207,26.23329662,22.68970323,33.72229494,26.31499997,25.44590001,26.81680271,22.16136986,24.7797135,30.51326359,28.32278482
5208,26.24073171,22.69631141,33.73388169,26.32211313,25.45295711,26.82419482,22.16745944,24.78712689,30.52214095,28.33171585
5209,26.22281443,22.72006558,33.7478173,26.30449481,25.47512129,26.84544688,22.19198798,24.80917079,30.50109683,28.35069473
5210,26.19207305,22.72667173,33.72147885,26.31160358,25.48217565,26.85283576,22.19807617,24.81658106,30.47187753,28.32153328
5211,26.19950836,22.73327422,33.73305996,26.31870826,25.48922596,26.86022031,22.20416107,24.82398703,30.48075389,28.33046344
5212,26.22095126,22.71757079,33.70802954,26.30110233,25.47199627,26.8421181,22.18919537,24.8066489,30.45972956,28.31021002
5213,26.24237348,22.70187938,33.72195892,26.28350935,25.45477936,26.82402906,22.17424128,24.82866988,30.47789428,28.32917581
5214,26.21166434,22.70847705,33.69564593,26.29060936,25.46182493,26.83140889,22.18032161,24.83607241,30.44870385,28.33810118
5215,26.21910232,22.71507106,33.70722351,26.29770528,25.46886646,26.8387844,22.18639865,24.84347064,30.45757969,28.3470209
5216,26.22653596,22.72166142,33.7187926,26.30479711,25.47590397,26.84615561,22.19247241,24.85086457,30.46644986,28.35593498
5217,26.24794617,22.74538904,33.7327137,26.32654749,25.49804471,26.86738599,22.21697297,24.87286781,30.4846041,28.33569507
5218,26.25537656,22.75197738,33.74427434,26.33363647,25.50507949,26.87475398,22.22304535,24.88025865,30.49346909,28.34460382
5219,26.26280261,22.75856207,33.75582652,26.34072137,25.51211024,26.88211766,22.22911445,24.8876452,30.50232843,28.35350695
5220,26.27022432,22.76514312,33.76737025,26.34780219,25.51913697,26.88947703,22.23518028,24.89502747,30.51118211,28.36240446
5221,26.2776417,22.77172053,33.77890554,26.35487894,25.52615969,26.89683211,22.24124285,24.90240547,30.52003014,28.37129635
5222,26.28505475,22.77829429,33.79043239,26.36195162,25.53317839,26.90418289,22.24730214,24.90977919,30.52887254,28.38018263
5223,26.30644985,22.80200639,33.80434237,26.34436551,25.55530396,26.9253983,22.27178733,24.93176706,30.54701274,28.39913416
5224,26.31385966,22.80857815,33.77806956,26.35143384,25.56231994,26.93274588,22.27784525,24.9391377,30.55584998,28.40801538
5225,26.33523526,22.79288258,33.79197124,26.33386036,25.54510443,26.91466158,22.26288441,24.92179759,30.57397424,28.42695019
5226,26.34264186,22.79945014,33.80349251,26.34092435,25.55211606,26.92200468,22.26893842,24.92916363,30.58280633,28.43582636
5227,26.35004412,22.80601406,33.81500536,26.34798429,25.55912369,26.9293435,22.27498918,24.9365254,30.59163278,28.44469693
5228,26.31941655,22.81257436,33.78875571,26.35504018,25.56612732,26.93667804,22.28103668,24.94388292,30.56251341,28.45356191
5229,26.34078015,22.79688908,33.80264912,26.37677284,25.58823234,26.91860629,22.26608551,24.92655462,30.54151524,28.4724811
5230,26.34818396,22.80344518,33.81415639,26.3838259,25.59523325,26.92593636,22.27212912,24.93390755,30.55034073,28.48134104
5231,26.35558345,22.80999767,33.82565526,26.39087491,25.60223018,26.93326217,22.27816948,24.94125623,30.5591606,28.4901954
5232,26.32498627,22.81654654,33.83714574,26.39791988,25.57120751,26.9405837,22.28420659,24.94860067,30.56797486,28.46114153
5233,26.30707871,22.80087154,33.8121809,26.38035383,25.55400408,26.92252449,22.26926508,24.93128416,30.54699236,28.4409197
5234,26.31447842,22.76939691,33.82366513,26.38739448,25.56100157,26.92984157,22.27529832,24.93862403,30.55580153,28.44977299
5235,26.28390553,22.73793683,33.79744916,26.35643982,25.53000339,26.89917936,22.24328897,24.9079911,30.52672326,28.42074271
5236,26.29130568,22.70649129,33.80892782,26.36348128,25.53700179,26.90649693,22.24932424,24.91533155,30.53553096,28.42959461
5237,26.27341576,22.69084344,33.82281509,26.34593275,25.51981553,26.88845558,22.23439827,24.8980321,30.51456862,28.40939207
5238,26.29476906,22.67520753,33.83669124,26.32839708,25.54190943,26.87042729,22.21948385,24.8807454,30.53268739,28.42830357
5239,26.30216577,22.68176647,33.84816156,26.33543395,25.54890478,26.87774022,22.22551461,24.88808096,30.54149047,28.43715075
5240,26.30955817,22.68832181,33.85962352,26.3424668,25.55589615,26.88504891,22.23154214,24.89541228,30.55028797,28.44599238
5241,26.33089313,22.67269669,33.87348859,26.36418222,25.53871782,26.8670333,22.21663797,24.87813766,30.52933994,28.46488775
5242,26.31300896,22.65708349,33.88734255,26.34665505,25.52155217,26.84903073,22.20174532,24.86087577,30.50840598,28.44469703
5243,26.33432004,22.6807699,33.90118543,26.36834561,25.54361894,26.87022088,22.22619036,24.88283449,30.52650773,28.46357389
5244,26.34171009,22.64937653,33.8750067,26.37537659,25.51267868,26.83961422,22.19423999,24.85225669,30.53530114,28.47241136
5245,26.31119969,22.65593383,33.84884254,26.38240355,25.4817528,26.84692409,22.20027015,24.85958912,30.5062788,28.4434369
5246,26.31859017,22.66248753,33.82269295,26.38942648,25.48875054,26.85422972,22.20629708,24.86691732,30.4772709,28.45227298
5247,26.33988929,22.64688465,33.83653328,26.37190754,25.47160335,26.8362416,22.19141364,24.84966849,30.49536671,28.47113877
5248,26.36116799,22.67055248,33.85036255,26.39357694,25.49365927,26.85741663,22.21583924,24.87161089,30.51344621,28.48998742
5249,26.36855633,22.67710361,33.82423317,26.40059681,25.50065396,26.86471891,22.22186416,24.84106851,30.52224319,28.49881902
5250,26.37594038,22.68365113,33.79811833,26.40761266,25.50764467,26.87201695,22.22788587,24.84839814,30.49326371,28.50764509
5251,26.39720084,22.70729868,33.8119422,26.42926348,25.52968168,26.89317384,22.25229056,24.87032695,30.51133233,28.5264777
5252,26.3793203,22.69169563,33.82575505,26.41174928,25.51253833,26.87519172,22.23740489,24.85308758,30.49042524,28.50630157
5253,26.36145271,22.67610446,33.83955687,26.39424787,25.4954076,26.85722259,22.22253069,24.83586089,30.5084768,28.5251158
5254,26.36883312,22.68264885,33.85102448,26.40126038,25.50239493,26.8645171,22.22854976,24.84318682,30.51727374,28.53393772
5255,26.37620924,22.68918965,33.86248376,26.40826889,25.47153156,26.87180738,22.23456562,24.85050853,30.52606511,28.5427541
5256,26.35835417,22.6736092,33.87627459,26.3907797,25.45441818,26.85385085,22.21970161,24.83329384,30.54410137,28.56155235
5257,26.3657258,22.68014583,33.85019108,26.39778394,25.46140606,26.86113671,22.22571362,24.840611,30.51516424,28.53264282
5258,26.34788343,22.66457666,33.86397374,26.38030724,25.44430494,26.84319296,22.21086043,24.82340863,30.5331892,28.51248327
5259,26.36911331,22.6881838,33.87774542,26.40192574,25.46631354,26.86431959,22.23522129,24.84530428,30.55119796,28.49233748
5260,26.37648152,22.69471788,33.88919916,26.40892691,25.47329838,26.87160212,22.24123131,24.85261809,30.55998923,28.50115365
5261,26.38384547,22.70124837,33.90064459,26.41592409,25.48027926,26.87888044,22.24723811,24.85992769,30.56877494,28.5099643
5262,26.39120514,22.70777528,33.9120817,26.42291729,25.48725617,26.88615454,22.25324171,24.8672331,30.57755508,28.51876943
5263,26.39856054,22.71429861,33.88602657,26.3921191,25.45644333,26.89342443,22.25924209,24.87453431,30.58632967,28.48989629
5264,26.36815688,22.72081835,33.89745814,26.3991131,25.46342113,26.90069011,22.26523927,24.88183132,30.59509871,28.49870004
5265,26.37551271,22.72733452,33.87142023,26.36833395,25.43262743,26.9079516,22.27123325,24.88912415,30.6038622,28.46984546
5266,26.34512805,22.73384712,33.84539677,26.37532875,25.4396061,26.91520888,22.27722403,24.89641279,30.61262015,28.47864783
5267,26.36635554,22.71828041,33.85916593,26.35786999,25.42252194,26.89727344,22.26237169,24.87921687,30.63061597,28.49744397
5268,26.38756273,22.70272551,33.87292413,26.34042395,25.40545034,26.87935094,22.24753076,24.86203356,30.64859563,28.5162231
5269,26.39492112,22.70923342,33.88435292,26.34741423,25.41242438,26.88660365,22.25351709,24.86931737,30.65734897,28.52502102
5270,26.40227524,22.71573776,33.89577343,26.35440053,25.41939448,26.89385218,22.25950023,24.87659701,30.66609678,28.53381344
5271,26.42346431,22.73932505,33.90952071,26.3760123,25.44139575,26.87594221,22.28384089,24.89847438,30.68406122,28.55257664
5272,26.43081524,22.74582742,33.92093295,26.38299582,25.44836316,26.88318636,22.28982269,24.90575101,30.69280396,28.56136409
5273,26.43816191,22.75232624,33.93233692,26.35226689,25.45532663,26.89042633,22.29580129,24.87533837,30.70154118,28.57014604
5274,26.42032719,22.73677548,33.94607329,26.37386556,25.47730909,26.87252888,22.32012118,24.89720222,30.68065443,28.58889334
5275,26.42766941,22.74327018,33.92008639,26.38085108,25.44657714,26.87976449,22.28835412,24.86681026,30.68938667,28.56009348
5276,26.43500739,22.74976133,33.93148485,26.38783263,25.45354272,26.88699592,22.29433658,24.87409339,30.6981134,28.56887457
5277,26.44234111,22.75624893,33.94287507,26.39481021,25.46050437,26.89422318,22.30031585,24.88137234,30.70683462,28.57765019
5278,26.4496706,22.76273298,33.95425704,26.40178383,25.46746208,26.90144628,22.30629194,24.88864713,30.71555035,28.58642032
5279,26.45699585,22.76921349,33.96563078,26.40875348,25.47441585,26.90866521,22.31226484,24.89591775,30.72426058,28.59518498
5280,26.4781688,22.75367175,33.97935906,26.43033728,25.49638863,26.89077972,22.33657528,24.91777156,30.74221136,28.61392235
5281,26.48549087,22.76014816,33.95340027,26.43730416,25.50333972,26.89799431,22.34254683,24.92503918,30.75091656,28.62268206
5282,26.45519712,22.76662104,33.96476852,26.44426709,25.47265262,26.90520474,22.34851521,24.93230264,30.75961628,28.63143631
5283,26.46251962,22.77309038,33.97612856,26.45122606,25.47960457,26.91241103,22.35448041,24.93956195,30.76831052,28.64018509
5284,26.46983788,22.77955619,33.9874804,26.45818109,25.4865526,26.91961316,22.36044244,24.9468171,30.77699929,28.64892843
5285,26.47715192,22.78601847,33.96154414,26.42752228,25.45588929,26.92681116,22.3664013,24.91648367,30.78568259,28.62018059
5286,26.48446174,22.79247722,33.9728905,26.4344781,25.46283817,26.93400501,22.37235699,24.9237394,30.79436043,28.62892256
5287,26.46663958,22.77694395,33.98661348,26.45605355,25.48480782,26.91613129,22.39665399,24.9455843,30.77349268,28.64765052
5288,26.48780051,22.80051231,34.00032557,26.4776082,25.50675622,26.9372416,22.42092661,24.96740823,30.79142937,28.66636157
5289,26.46998787,22.78498538,33.97552789,26.4601631,25.48968819,26.91937742,22.40606289,24.95022902,30.77057474,28.64624542
5290,26.47729414,22.7914411,33.94961913,26.46711708,25.4966353,26.92656785,22.41201846,24.95748259,30.77924865,28.65498332
5291,26.45949411,22.77592537,33.9633252,26.48864846,25.51855973,26.90871633,22.43626245,24.97928293,30.7584084,28.63488115
5292,26.46679598,22.78237702,33.97466824,26.49559968,25.52550416,26.91590244,22.44221667,24.9865335,30.76707739,28.64361394
5293,26.47409364,22.78882516,33.94877927,26.50254697,25.53244466,26.92308443,22.44816772,24.99377994,30.77574093,28.6523413
5294,26.45630602,22.77332006,33.96247726,26.48511006,25.51538417,26.90524535,22.43330746,24.97660852,30.75491558,28.63225342
5295,26.46359928,22.77976414,33.93660535,26.49205316,25.52232044,26.91242303,22.43925475,24.98385051,30.76357421,28.64097569
5296,26.43338291,22.78620471,33.91074773,26.49899232,25.52925281,26.9195966,22.44519889,24.99108837,30.73481568,28.64969253
5297,26.40318071,22.79264177,33.8849044,26.50592755,25.53618127,26.92676604,22.45113987,24.96082603,30.70607133,28.65840395
5298,26.41047902,22.79907533,33.85907536,26.51285886,25.54310582,26.93393138,22.45707769,24.96806445,30.67734116,28.66710996
5299,26.4316275,22.82261529,33.87277348,26.49543358,25.56501248,26.95501914,22.4813022,24.98985208,30.69527596,28.68580402
5300,26.40145025,22.82904692,33.88412186,26.50236072,25.57193436,26.96218144,22.48723869,24.95961493,30.70394163,28.65713187
5301,26.38368657,22.81354542,33.89780915,26.4849478,25.55488077,26.94435097,22.47238068,24.94246098,30.68314524,28.6370624
5302,26.39098614,22.81997302,33.90914936,26.49187076,25.56179844,26.95150898,22.47831343,24.9497008,30.69180601,28.64576791
5303,26.39828151,22.82639713,33.92048141,26.49878982,25.56871222,26.95866289,22.48424303,24.95693649,30.70046135,28.65446802
5304,26.40557268,22.83281774,33.89468017,26.50570496,25.5756221,26.9658127,22.49016948,24.96416806,30.67176713,28.66316273
5305,26.41285966,22.83923486,33.90600674,26.51261619,25.5825281,26.97295842,22.4960928,24.97139552,30.68042104,28.67185205
5306,26.42014244,22.8456485,33.88022242,26.51952352,25.58943022,26.98010005,22.50201298,24.97861885,30.65174495,28.68053597
5307,26.42742105,22.85205866,33.85445234,26.52642695,25.59632845,26.98723759,22.50793002,24.98583808,30.66039743,28.68921451
5308,26.43469547,22.85846534,33.86577612,26.53332648,25.60322281,26.99437104,22.51384393,24.99305319,30.66904449,28.69788767
5309,26.41694322,22.84297175,33.84105763,26.51592442,25.58617947,26.97655213,22.4989931,24.97590962,30.64827437,28.67783414
5310,26.42421327,22.84937442,33.81530929,26.52281982,25.59306965,26.98368133,22.50490328,24.98312033,30.65691655,28.68650227
5311,26.43147916,22.85577361,33.78957516,26.52971132,25.59995595,26.99080646,22.51081035,24.95294445,30.62827146,28.69516502
5312,26.41373926,22.84029063,33.80326735,26.5512261,25.6218458,26.97299995,22.53501652,24.97472519,30.64620636,28.71384925
5313,26.42100079,22.84668582,33.77755013,26.55811488,25.59133499,26.98012083,22.50346872,24.94456973,30.65484755,28.68524204
5314,26.42825815,22.85307754,33.78887588,26.56499979,25.59822337,26.98723765,22.50937956,24.95178679,30.66348334,28.69390398
5315,26.41053059,22.83760515,33.80255996,26.58649621,25.62009983,26.96944354,22.49453735,24.97355405,30.64273273,28.67386847
5316,26.43166338,22.86111924,33.81623325,26.56909842,25.6419552,26.99051084,22.51872258,24.99530051,30.66065175,28.69254
5317,26.43891744,22.86750853,33.82755088,26.57598037,25.64884215,26.99762448,22.5246315,25.00251572,30.66928312,28.70119744
5318,26.46003119,22.89100102,33.84121338,26.55859489,25.67067769,27.01867278,22.54879434,25.02424252,30.6871866,28.71985269
5319,26.46728213,22.89738841,33.85252289,26.56547273,25.67756198,27.02578342,22.55470193,25.03145476,30.69581302,28.72850528
5320,26.43721071,22.86640274,33.82683592,26.57234668,25.64709887,27.03289,22.52320363,25.00134603,30.66721724,28.69993872
5321,26.4194938,22.85093516,33.84049035,26.55497326,25.63006064,27.01510155,22.5083646,24.98421303,30.68510999,28.6799196
5322,26.42674497,22.85732351,33.81482024,26.56184311,25.63694548,27.02220391,22.51427356,24.99142552,30.69373543,28.68857121
5323,26.43399199,22.8637084,33.78916428,26.53138455,25.64382646,27.02930222,22.5201794,24.99863391,30.66516248,28.6600275
